CRIMHIST,DISTRICT,MONSEX,NEWCIT,NEWEDUC,NEWRACE,OFFTYPSB,TOTPRISN,AGE
1,22,0,1,,3,27,0,27
1,84,0,1,1,3,10,87,49
1,20,0,0,3,1,13,45,47
1,3,0,1,3,3,10,77,35
0,24,1,0,5,1,30,0,26
,17,0,0,,2,12,0,26
1,84,0,1,1,3,27,3,51
0,6,0,0,6,1,22,0,77
1,18,0,0,3,1,10,69,38
1,30,0,0,3,1,6,50,57
1,24,0,1,1,3,13,12,22
1,34,0,0,1,2,13,120,38
1,23,0,0,3,1,10,180,46
1,16,0,0,5,2,10,60,39
1,30,0,0,6,1,13,12,55
0,3,0,1,1,3,10,36,33
1,73,0,1,3,3,24,108,37
1,24,0,0,3,1,10,12,40
1,47,0,0,1,1,20,12,56
1,89,0,0,3,1,10,180,28
1,60,0,0,1,1,10,78,48
0,40,0,1,1,3,18,8,31
1,42,0,1,1,3,27,0,36
1,70,0,1,1,3,10,15,29
1,24,0,0,3,1,10,57,33
1,12,0,0,5,1,18,78,40
1,82,0,0,3,3,10,24,35
1,67,0,1,1,,27,8,37
1,67,0,0,,,35,0,68
1,15,0,0,3,2,10,60,23
0,48,0,1,3,3,10,65,38
1,16,0,0,5,1,10,24,28
1,6,0,0,1,2,13,48,21
0,6,0,0,6,1,28,63,29
1,24,0,0,5,1,10,30,55
1,22,0,0,3,2,12,4,30
1,51,0,0,5,2,18,27,43
1,83,0,0,5,1,10,0,38
1,24,1,0,3,1,18,0,67
1,12,0,0,3,1,21,0,53
1,26,1,0,6,1,4,36,27
1,3,0,0,3,1,10,0,49
1,5,0,0,3,2,24,72,27
1,60,0,0,1,1,10,27,21
1,60,1,0,5,1,10,60,30
1,84,0,0,1,1,10,41,32
1,47,0,1,1,3,10,57,31
1,74,0,0,3,3,10,120,38
1,76,0,0,6,1,28,84,45
1,82,0,0,5,1,9,60,44
1,38,0,0,3,2,13,120,31
1,22,0,0,5,1,13,78,23
1,42,0,1,3,3,27,8,27
1,42,0,1,1,3,27,0,41
,22,1,0,,3,35,0,19
1,84,0,1,1,3,10,78,41
1,47,0,0,3,2,20,0,24
1,41,0,1,1,3,27,15,30
0,8,0,0,5,3,10,12,24
1,11,0,1,,,27,0,31
1,64,0,0,3,2,13,87,23
1,95,0,0,1,1,13,8,29
1,66,0,0,5,1,23,72,39
1,52,0,1,1,3,10,30,39
1,96,0,0,3,2,10,60,44
0,17,1,0,5,1,10,157,46
1,60,1,0,5,1,35,0,65
1,49,0,0,3,1,20,0,74
1,41,0,1,1,3,27,10,31
1,17,0,0,3,1,10,137,32
1,13,0,0,5,1,10,135,41
1,64,0,0,1,3,10,120,26
0,66,0,0,3,1,28,72,39
0,9,0,0,3,6,18,12,28
1,81,0,0,3,2,13,0,25
0,30,0,1,3,3,10,120,33
0,42,0,0,5,3,10,24,27
1,44,1,,,,18,6,58
0,70,1,0,1,3,10,13,51
1,64,0,0,5,2,5,0,22
1,25,0,0,3,1,11,13,42
1,41,0,1,1,3,27,36,27
0,9,0,0,3,1,18,0,31
1,82,0,0,1,3,5,0,19
1,25,0,0,1,2,11,24,20
1,41,0,1,,3,27,0,33
1,79,0,0,3,2,18,24,36
1,64,0,0,3,2,13,180,30
1,44,1,0,1,1,13,0,29
1,41,0,1,3,3,27,6,34
1,41,0,1,1,3,27,70,26
1,17,0,0,1,1,10,123,40
1,34,0,0,,3,29,5,32
0,41,1,0,1,3,23,0,23
1,31,0,1,,3,27,3,29
1,25,0,0,3,2,10,27,36
,47,0,1,,6,27,0,31
1,70,0,1,1,3,27,30,44
0,44,0,0,6,1,18,24,52
1,41,0,1,1,3,27,10,42
1,31,0,1,,3,27,2,36
1,41,0,0,6,1,4,183,44
1,41,0,1,,3,27,0,36
1,65,0,0,3,2,10,48,53
1,42,0,1,1,3,27,36,37
1,41,0,1,1,3,27,30,38
1,81,0,0,3,3,13,0,24
1,88,0,0,3,2,24,155,33
1,88,0,0,3,1,13,33,32
1,81,0,0,5,2,4,120,45
1,41,0,1,1,3,27,8,18
1,56,0,0,5,1,18,12,45
1,48,0,0,1,3,10,18,34
1,41,0,1,1,3,27,0,41
1,41,0,1,1,3,27,18,39
1,41,1,0,1,3,27,0,28
1,41,0,1,1,3,27,24,28
1,41,0,1,1,3,27,8,51
1,17,0,0,1,1,10,225,21
0,56,0,0,5,1,18,18,43
1,41,1,1,1,3,27,5,42
1,45,0,0,3,2,13,0,23
0,56,1,0,5,1,18,30,41
1,41,0,1,,3,27,6,37
1,47,0,0,5,2,10,120,33
1,42,0,1,1,3,27,48,36
1,56,0,0,1,2,30,0,23
0,56,0,0,6,1,18,15,44
1,42,0,1,1,3,27,60,25
1,60,0,0,6,1,28,60,36
1,42,0,1,3,3,27,36,73
1,42,0,1,1,3,27,57,24
1,42,0,1,1,3,27,46,35
1,42,0,1,1,3,27,15,24
1,12,0,0,1,3,10,24,33
1,42,0,1,3,3,27,57,30
1,42,0,1,1,3,27,60,50
1,42,0,1,1,3,27,72,50
1,52,1,0,3,1,18,6,55
1,41,0,1,1,3,27,36,55
1,42,0,1,1,3,27,24,41
0,42,0,1,1,3,35,0,49
1,42,0,1,1,3,27,57,46
1,42,0,1,1,3,27,41,45
1,41,0,1,5,3,27,30,28
1,42,0,1,1,3,27,30,27
1,45,1,0,5,1,18,15,34
1,42,0,1,1,3,27,41,29
1,42,0,1,1,3,27,54,35
1,42,0,1,1,3,27,27,43
1,42,0,1,1,3,27,42,26
1,41,0,1,3,3,27,0,47
1,41,0,1,1,3,27,13,32
1,42,0,0,1,3,10,0,24
1,42,0,1,1,3,27,46,29
1,42,0,1,1,3,27,43,44
1,42,0,1,1,3,27,32,48
1,88,0,0,5,1,13,15,29
1,41,0,1,3,3,27,15,22
1,52,0,0,5,1,10,0,50
1,42,0,1,1,3,27,20,28
1,42,0,1,1,3,27,57,39
1,42,0,1,1,3,27,24,41
1,42,0,1,1,3,27,46,46
1,41,0,1,1,3,27,16,23
1,42,0,1,1,3,27,48,41
1,41,1,1,1,3,27,40,39
1,42,0,1,1,3,27,20,34
1,42,0,1,3,3,27,41,52
1,42,0,1,1,3,27,78,62
1,42,0,1,1,3,27,41,43
1,42,0,1,3,3,27,36,45
1,42,0,1,3,3,27,13,37
1,42,0,1,1,3,27,36,42
1,42,0,1,1,3,27,70,35
1,42,0,1,1,3,27,57,34
1,42,0,1,3,3,27,64,29
1,42,0,1,1,3,27,42,39
1,42,0,1,1,3,27,38,57
1,42,0,1,1,3,27,16,35
1,42,0,1,3,3,27,30,43
1,42,0,1,1,3,27,46,30
1,31,0,0,5,2,13,70,27
1,17,0,0,3,1,10,175,28
1,42,0,1,1,3,27,70,40
1,42,0,1,3,3,27,46,30
1,0,1,0,1,1,18,0,29
1,23,1,0,5,1,18,0,50
1,84,0,1,1,3,27,0,32
1,42,0,1,1,3,27,18,45
0,70,0,1,1,3,5,0,40
0,49,0,0,5,1,28,144,20
1,84,0,1,1,3,27,0,52
1,46,0,0,5,1,18,70,52
1,84,0,1,1,3,27,1,27
1,84,1,1,1,3,27,2,41
1,42,0,1,1,3,27,37,63
1,48,0,0,3,2,28,330,39
1,84,0,1,1,3,27,1,27
1,84,0,1,1,3,27,1,21
1,76,0,0,1,3,13,36,22
1,76,0,1,1,3,13,60,20
0,35,1,0,6,2,18,0,34
1,24,1,0,3,1,10,0,58
1,83,0,0,3,2,22,12,43
,22,1,0,,1,17,0,24
1,5,0,0,3,2,13,77,46
1,84,1,1,1,3,27,1,19
1,24,0,0,3,1,10,78,38
0,30,0,0,3,6,18,18,40
1,82,0,0,5,3,10,120,37
1,24,1,0,3,1,10,0,24
1,16,0,0,1,2,10,84,27
0,82,1,0,5,1,17,0,52
1,26,0,1,1,3,13,8,36
1,16,0,1,1,3,27,13,31
1,14,1,0,5,3,10,41,39
1,24,0,0,5,1,10,18,39
0,22,1,0,6,2,18,84,40
1,24,0,0,3,1,10,21,32
1,24,1,0,5,1,10,6,26
1,41,0,1,,3,27,4,33
1,65,0,0,3,2,13,46,35
,39,0,0,,1,18,0,53
1,85,0,0,1,2,13,18,31
1,39,0,0,1,3,10,121,31
1,40,0,0,5,1,28,151,37
1,84,0,1,1,3,27,1,26
0,22,0,0,1,3,10,216,51
0,84,0,1,1,3,10,2,25
1,39,0,0,3,1,13,64,24
1,39,0,0,3,3,10,38,30
1,89,0,0,3,1,10,121,32
1,42,0,1,,3,27,0,45
1,45,0,1,1,3,27,10,29
1,84,0,0,3,1,10,37,27
1,39,0,0,3,1,10,96,36
1,55,1,0,1,1,13,0,24
1,82,0,0,5,3,10,75,31
1,42,0,1,1,3,27,24,39
1,49,0,0,3,1,10,130,36
,22,0,0,,,35,0,24
1,55,0,0,1,1,13,180,34
1,16,0,0,5,2,10,30,44
0,42,0,0,1,3,10,36,22
1,40,1,0,1,1,10,121,33
1,76,0,1,1,3,27,0,47
1,55,0,0,1,1,13,25,27
1,31,0,1,3,3,10,60,53
1,30,0,0,5,2,13,144,24
1,35,0,0,3,2,18,0,32
,17,0,0,,2,35,2,26
1,41,0,1,1,3,27,15,26
1,42,0,1,5,3,10,6,22
1,40,0,0,1,1,10,262,55
1,20,1,0,3,2,18,0,25
1,6,1,0,1,1,10,0,20
1,20,0,0,3,1,28,180,58
0,6,0,0,5,1,35,0,65
1,58,0,1,,3,27,5,25
1,84,0,1,1,3,27,0,28
1,84,0,1,1,3,27,1,41
1,66,0,0,5,2,10,27,24
1,35,0,0,3,1,10,120,31
0,4,0,0,6,3,28,87,37
1,41,0,1,3,3,27,46,34
1,84,0,1,1,3,27,0,34
0,84,0,1,1,3,10,8,26
,17,0,0,,2,12,0,51
1,46,1,0,5,2,18,12,40
1,84,0,1,3,3,27,12,39
1,22,0,0,3,2,10,360,35
1,34,0,0,3,2,13,120,30
1,84,0,1,1,3,27,1,34
0,40,0,1,5,3,10,45,33
1,22,0,1,1,3,27,20,40
1,40,1,0,3,3,10,135,38
1,16,0,0,1,2,10,71,53
1,84,0,1,1,3,27,2,34
1,70,0,1,1,3,27,15,55
1,28,0,0,3,1,10,120,43
0,70,1,1,1,3,10,14,27
1,40,0,0,5,6,10,135,30
1,6,0,0,6,1,18,21,40
1,82,0,0,3,3,13,96,26
1,84,0,1,1,3,27,36,29
1,84,0,0,1,1,27,12,19
1,42,0,1,1,3,30,51,31
1,70,0,1,1,3,27,10,42
1,42,0,1,1,3,27,6,20
1,42,0,1,1,3,5,10,43
1,84,0,0,3,1,29,21,34
1,17,0,0,1,1,10,162,48
1,84,0,1,1,3,27,1,49
1,17,0,1,1,3,10,60,53
1,42,0,1,1,3,27,16,28
1,84,0,1,1,3,10,11,22
1,84,0,1,1,3,27,15,52
1,84,0,1,1,3,27,51,46
1,17,0,0,5,2,35,240,26
1,20,0,1,1,3,27,9,43
1,41,0,1,3,3,27,30,41
1,64,0,1,3,3,27,25,30
1,60,0,0,5,6,10,34,63
0,12,0,0,6,1,21,20,44
1,10,0,0,1,3,10,70,43
1,17,1,0,3,6,35,0,29
1,47,0,0,5,2,20,6,26
1,41,0,1,1,3,27,15,38
1,42,1,0,1,1,18,0,25
0,48,0,1,1,3,10,44,36
0,54,0,0,6,6,10,24,60
1,84,0,1,3,3,27,12,44
1,60,0,0,3,2,24,144,48
1,41,0,1,1,3,27,21,43
1,71,0,0,1,2,13,9996,27
0,66,1,0,5,1,11,0,21
1,45,0,0,3,2,24,100,26
1,60,0,1,1,3,10,120,40
1,41,0,0,5,2,18,224,31
1,70,0,0,1,2,13,27,27
1,84,0,1,1,3,27,12,42
1,66,1,0,1,1,18,27,45
0,42,0,0,5,1,28,120,38
0,41,0,1,1,3,10,27,23
1,70,0,1,1,3,27,6,34
1,49,0,0,3,2,10,78,23
1,17,0,0,1,3,10,89,33
1,71,0,0,5,6,18,27,35
1,79,0,0,1,6,30,0,42
1,84,0,1,1,3,27,1,25
1,39,0,0,1,3,10,78,22
0,79,0,0,6,,10,37,40
1,35,0,0,6,2,18,0,53
0,27,0,0,6,1,13,0,58
1,40,1,0,5,2,18,0,30
1,39,0,0,1,3,10,216,22
1,41,0,0,3,2,13,120,29
1,44,0,1,5,3,5,12,33
0,44,0,0,6,3,10,0,54
1,84,0,1,1,3,27,0,35
1,66,0,0,5,1,11,30,32
1,66,0,0,3,2,10,77,33
1,39,0,0,3,1,10,160,46
1,66,1,0,3,1,10,120,29
1,60,0,0,5,1,10,18,31
1,17,0,0,5,2,10,46,41
1,42,0,1,1,3,27,0,25
1,32,1,0,1,2,18,24,32
1,26,0,1,3,3,10,120,50
1,84,0,1,3,3,27,1,22
1,5,0,0,5,3,13,6,31
1,66,0,0,1,2,10,151,32
1,66,0,0,1,1,18,36,50
1,42,0,0,3,3,27,15,20
1,42,1,0,1,3,10,37,24
1,70,0,1,1,3,27,30,45
1,42,1,0,1,3,27,24,32
1,42,0,1,1,3,27,24,30
1,41,0,1,1,3,27,34,45
1,41,0,1,,3,27,0,39
1,48,0,0,1,1,28,72,56
1,18,0,0,5,1,13,70,52
1,17,1,0,5,2,18,52,40
1,37,0,0,1,1,10,72,41
1,74,1,1,3,3,10,18,26
1,41,0,1,,3,27,0,34
0,60,1,0,5,2,19,6,32
,16,1,,,2,17,0,25
1,41,0,1,1,3,27,38,34
1,17,0,1,3,3,27,40,39
1,31,0,1,5,3,6,24,19
1,17,0,0,3,2,6,108,42
1,41,0,1,1,3,27,24,40
1,50,0,0,1,1,10,0,30
1,9,0,0,1,1,10,360,34
1,41,0,0,1,3,10,60,25
1,60,0,1,,1,10,32,32
1,50,0,0,3,2,10,120,28
1,17,0,0,3,2,10,169,35
0,41,0,0,5,2,18,50,32
1,42,1,0,5,3,27,4,27
1,70,0,1,1,3,10,13,42
1,26,0,1,1,3,10,37,33
0,41,1,0,6,2,18,46,36
1,50,0,0,3,2,10,41,30
1,50,1,0,5,1,10,24,22
1,42,0,1,3,3,27,0,42
1,17,0,0,3,1,35,0,35
1,41,0,1,1,3,27,8,26
1,41,0,1,1,3,27,8,37
1,39,0,0,3,1,28,180,33
1,17,0,0,3,2,10,129,36
1,41,0,0,3,1,27,15,53
1,41,0,1,1,3,27,65,40
1,65,0,0,1,2,13,37,24
0,41,0,0,1,3,10,27,19
1,41,0,0,5,3,27,6,45
1,42,0,0,1,3,27,30,22
1,41,0,0,3,3,27,0,20
,41,1,0,,1,12,0,30
1,41,0,0,1,3,10,30,34
1,74,0,0,1,3,5,100,33
1,26,1,0,3,6,10,36,57
1,8,0,0,1,3,10,48,51
1,26,0,1,6,3,10,36,42
1,41,0,1,1,3,27,0,36
1,42,0,0,5,3,24,60,37
1,42,0,1,1,3,27,15,45
1,41,0,0,1,3,10,60,35
1,47,0,0,5,1,13,147,21
1,47,0,0,3,1,13,121,22
1,41,0,0,1,3,13,33,23
1,17,0,0,5,2,10,127,28
1,11,0,0,3,3,13,0,26
1,42,0,0,6,3,18,0,42
1,41,0,0,1,3,27,21,53
1,31,0,0,1,2,10,188,32
1,41,1,1,1,3,27,3,31
1,41,0,1,1,3,27,8,37
1,55,0,0,5,2,18,57,42
1,72,0,0,3,2,13,21,24
1,90,0,0,3,2,10,31,52
1,42,0,0,3,3,27,10,25
1,56,0,0,3,1,13,65,30
0,73,0,0,6,1,23,51,59
1,72,0,0,5,6,11,0,48
1,73,0,1,,3,27,64,41
1,74,0,1,1,3,10,240,43
1,41,0,0,1,3,27,18,45
1,53,0,0,3,1,28,363,33
0,74,1,0,3,1,6,0,21
1,71,0,0,5,1,18,24,29
0,73,0,0,3,1,28,97,75
1,41,1,0,1,3,27,27,27
1,74,1,0,5,6,10,37,30
1,53,0,0,3,2,18,21,43
1,41,0,1,1,3,27,48,26
1,60,0,0,3,2,10,30,29
1,41,0,1,1,3,27,31,41
,8,0,1,,3,27,0,37
1,65,0,0,5,2,10,33,51
0,41,0,1,1,3,10,292,52
1,41,0,1,1,3,27,27,35
0,82,1,0,3,1,19,0,26
1,45,1,0,5,2,24,115,48
1,41,0,1,1,3,27,48,67
1,47,0,0,3,1,6,1,19
1,17,0,0,5,2,10,113,34
1,65,1,0,5,2,19,0,50
1,17,0,0,3,1,10,480,26
1,41,0,1,1,3,27,30,30
0,42,1,0,1,3,10,87,34
0,9,1,0,1,6,24,0,25
1,18,1,0,3,1,10,24,21
1,41,1,1,1,3,27,57,50
1,65,0,0,1,2,10,96,37
1,70,0,1,1,3,10,18,21
1,41,0,1,1,3,27,6,41
1,41,0,0,6,1,23,180,56
1,78,0,0,3,2,4,90,29
1,41,0,1,1,3,27,24,37
1,41,0,1,1,3,10,40,22
0,25,1,0,5,1,35,0,36
1,78,0,0,3,2,4,108,26
0,74,1,0,5,3,22,0,19
1,84,0,1,1,3,27,9,44
0,48,0,0,3,1,17,0,39
0,12,0,0,5,1,18,18,60
1,41,0,0,1,3,27,22,19
1,41,0,1,1,3,27,77,29
1,42,0,1,1,3,27,80,34
1,42,0,0,3,1,13,27,22
1,41,0,1,1,3,27,24,34
1,41,1,0,1,3,10,47,41
1,65,0,0,1,2,10,96,53
1,74,0,0,5,3,10,40,23
1,41,0,0,5,3,27,27,36
0,41,0,0,6,1,28,39,62
0,42,1,1,1,3,27,0,20
1,18,0,0,3,2,10,57,38
1,41,0,0,3,3,27,0,20
0,31,0,0,5,3,23,30,40
1,41,0,1,1,3,27,10,27
1,19,0,0,6,1,10,37,35
1,19,0,0,1,2,13,61,22
1,19,0,1,1,2,27,24,58
0,30,0,1,3,3,10,120,24
1,19,0,0,3,2,13,51,33
0,44,0,,,,35,0,38
1,84,1,0,6,3,18,0,60
1,42,0,1,1,3,27,36,28
1,74,1,0,1,3,10,37,27
,44,,,,,17,0,31
0,19,1,0,5,1,23,84,45
1,74,1,0,5,3,10,36,53
,44,1,1,,,35,0,52
0,42,1,0,3,3,27,12,35
1,74,0,1,1,3,27,27,49
1,19,0,0,1,3,10,70,24
1,41,0,1,1,3,27,11,35
1,30,0,1,1,3,27,25,35
1,34,1,0,,1,35,0,32
1,53,0,0,5,1,13,0,36
1,41,0,0,3,3,28,96,26
1,87,0,1,1,3,27,18,36
1,5,0,0,5,3,10,66,30
1,42,0,1,,3,27,0,58
1,42,0,1,1,3,27,8,33
1,90,0,0,3,2,10,0,36
1,70,0,1,1,3,27,0,35
1,70,1,0,3,3,10,87,32
1,9,0,0,3,2,13,61,41
1,74,1,0,3,3,10,30,30
1,41,0,1,1,1,27,30,33
1,57,0,0,3,3,13,12,28
1,74,1,0,1,3,10,46,61
1,18,0,0,3,2,13,63,28
0,42,0,0,3,3,10,60,18
1,42,0,0,3,1,13,72,60
0,40,1,0,1,2,18,0,24
1,42,0,0,3,2,13,41,33
1,72,0,0,1,1,28,24,64
1,4,0,0,1,3,13,147,39
0,18,0,1,5,3,10,70,44
1,74,0,0,1,3,10,70,46
1,40,0,0,3,2,18,102,26
1,40,1,0,1,1,10,60,45
1,40,0,0,1,2,18,116,28
1,47,0,0,1,2,13,57,24
1,87,0,0,3,2,13,0,23
1,74,0,0,5,3,10,37,63
1,74,0,1,3,3,27,24,33
1,66,0,0,6,1,10,10,37
1,85,1,0,3,1,18,6,45
1,63,1,0,5,1,18,0,59
1,70,0,1,1,3,13,60,45
1,22,1,0,,2,35,0,24
1,31,0,1,3,2,27,80,49
1,26,0,0,3,2,13,70,23
0,13,1,0,3,2,10,0,46
0,70,0,0,5,3,5,8,48
,17,0,0,,2,35,0,36
1,41,1,0,1,3,10,130,27
1,14,0,0,3,1,13,110,30
1,67,0,0,3,3,10,132,32
1,39,1,0,3,1,17,0,55
1,69,0,0,3,2,18,24,33
1,83,0,0,1,1,24,60,56
1,83,0,0,3,1,6,37,57
1,51,0,0,3,2,10,41,35
1,69,0,1,5,3,27,46,39
0,63,0,1,1,3,10,65,32
0,3,0,1,1,3,10,70,33
0,16,1,0,3,2,19,0,50
1,39,0,0,3,3,10,132,30
1,84,0,1,1,3,27,0,19
1,3,0,0,1,3,10,78,36
1,20,0,0,3,1,10,144,40
0,41,1,0,5,3,27,0,29
,17,0,0,,2,35,0,25
1,60,0,0,3,2,10,262,42
1,31,0,1,3,3,18,29,23
0,54,0,0,5,1,17,0,53
1,70,1,0,1,3,18,0,23
1,39,0,1,1,3,27,28,24
1,20,0,0,1,2,13,37,33
0,48,0,1,1,3,10,44,48
1,20,0,0,1,2,10,120,31
1,84,1,0,3,3,10,0,32
1,58,0,0,3,2,10,18,36
1,84,0,1,1,3,27,0,24
1,61,0,0,5,1,10,42,29
1,20,1,0,3,1,10,0,55
,25,0,0,,1,10,8,35
1,67,1,0,1,3,10,24,33
1,54,0,0,1,2,13,114,23
1,39,0,0,3,1,10,78,32
1,70,0,1,1,3,27,9,50
1,51,0,0,1,2,10,36,41
1,25,0,0,,2,12,5,38
1,47,0,0,3,1,4,120,30
,25,0,0,,2,12,5,36
1,80,0,0,1,3,10,60,67
1,42,0,1,1,3,27,0,34
1,82,0,1,1,3,27,8,38
1,84,0,1,3,3,27,46,41
1,84,0,1,1,3,27,0,43
1,28,0,0,1,2,30,0,42
1,22,0,0,1,2,10,68,24
1,84,0,1,1,3,27,0,27
0,30,1,0,3,1,18,0,64
1,84,0,1,1,3,10,2,18
1,41,0,0,3,1,10,103,29
1,15,0,0,3,2,10,60,54
1,42,1,0,1,3,27,0,23
1,70,0,0,3,6,5,15,47
1,73,0,1,,3,27,24,37
1,84,0,1,1,3,27,0,19
1,84,0,1,3,3,27,1,27
1,68,0,0,3,1,13,38,28
1,84,0,1,1,3,27,0,37
1,84,0,1,1,3,27,1,21
1,84,0,1,1,3,27,1,42
1,34,0,0,1,2,10,32,43
1,69,0,1,6,3,27,0,30
1,26,0,0,3,1,30,60,45
1,84,0,1,1,3,27,0,27
1,84,0,1,1,3,27,1,22
1,67,0,1,,,27,0,33
1,84,0,1,1,3,27,1,41
,70,0,1,,3,12,0,36
1,84,0,1,1,3,27,1,23
1,84,0,1,1,3,27,9,33
1,84,0,1,1,3,27,1,41
0,34,1,0,5,1,10,6,57
1,73,0,1,3,3,27,46,35
,17,1,0,,1,35,0,19
1,84,0,1,1,3,27,1,32
1,84,0,1,1,3,27,6,52
1,84,0,1,1,3,27,1,31
0,84,0,1,,3,10,0,37
1,22,1,0,5,2,10,70,27
1,53,0,0,1,1,10,144,26
1,84,0,1,1,3,27,0,31
1,84,0,1,1,3,27,1,26
1,84,0,1,,3,10,30,35
1,84,0,1,1,3,27,3,27
1,84,0,1,1,3,27,70,24
1,84,1,1,1,3,27,0,31
1,84,0,1,1,3,27,6,65
1,84,0,1,1,3,27,1,49
1,70,0,0,1,6,5,120,28
0,72,0,0,5,1,18,24,44
1,45,0,0,5,2,4,70,39
1,83,0,0,3,1,5,2,23
1,76,0,1,1,3,18,0,35
0,61,0,1,5,3,10,34,25
1,43,1,0,5,1,10,0,43
1,84,0,1,1,3,27,1,24
1,84,0,1,1,3,27,1,26
1,83,0,0,5,2,18,0,20
1,84,0,1,1,3,27,3,36
0,76,1,0,6,1,17,0,50
1,16,0,0,5,2,18,96,56
1,35,0,0,6,1,5,0,60
1,83,1,0,5,1,18,0,46
1,35,1,0,1,2,18,0,34
1,84,0,1,1,3,27,2,18
1,12,0,0,3,2,29,3,34
1,84,0,1,,3,27,1,28
1,84,0,1,,3,27,12,57
0,41,0,0,5,3,18,0,72
1,17,0,0,3,6,10,64,32
1,83,0,1,1,3,27,0,30
1,64,0,0,1,2,13,120,34
1,15,0,0,3,2,10,60,27
0,31,0,1,6,3,18,24,51
1,15,0,0,6,1,28,48,50
1,42,0,1,,3,27,0,37
1,28,0,0,5,1,35,21,38
0,8,0,0,3,1,18,0,46
1,60,1,0,6,2,11,0,39
1,42,0,0,3,3,10,41,22
1,77,0,0,5,2,24,18,39
1,13,1,0,1,2,3,9996,55
1,1,0,1,1,3,10,59,42
1,6,0,0,3,2,13,216,31
1,84,0,1,1,3,27,1,26
1,31,0,0,1,2,10,151,45
1,42,1,0,1,3,27,15,44
1,30,0,0,1,3,18,0,26
1,20,0,1,3,3,27,0,35
1,60,1,0,5,1,30,0,33
1,72,1,1,3,3,27,41,46
1,79,1,0,3,1,18,51,40
1,66,0,0,6,1,18,0,31
0,42,0,1,1,3,10,10,27
1,42,0,1,1,3,27,6,38
1,42,0,1,5,3,27,10,56
1,30,0,0,3,3,18,7,36
1,48,0,1,1,3,10,12,20
0,70,0,1,6,3,10,48,24
1,1,0,1,,3,27,0,36
1,48,1,0,1,1,18,0,56
1,84,0,1,1,3,27,0,24
1,11,0,1,1,3,27,0,50
1,84,1,0,5,3,10,0,27
1,95,0,0,,6,28,120,53
1,42,0,1,3,3,27,0,32
1,42,0,0,1,3,13,0,24
1,42,0,0,3,3,13,96,38
1,42,0,1,,3,27,0,33
1,13,1,0,1,2,18,0,25
1,8,0,1,1,3,27,15,34
1,42,0,1,1,3,27,13,39
1,84,1,0,6,1,18,54,40
1,42,0,1,1,3,27,10,58
,81,0,0,,1,35,1,23
1,7,0,1,1,3,13,72,27
0,7,0,1,5,3,10,0,41
0,7,1,0,5,1,12,0,34
,81,0,,,,35,0,29
1,7,0,0,5,3,28,180,32
,77,0,,,,31,0,
1,8,0,0,5,1,10,60,32
0,7,0,0,1,1,18,7,51
1,8,0,1,3,3,18,30,28
1,42,0,1,1,3,27,41,29
1,41,0,1,1,3,27,47,39
1,8,0,1,5,3,27,32,47
1,31,1,0,1,2,18,36,39
1,14,0,0,3,1,13,0,43
1,56,0,1,1,3,10,46,23
0,8,1,0,5,1,18,4,50
1,56,1,0,5,3,10,60,37
1,70,0,1,1,3,27,0,24
0,72,1,1,1,6,30,0,57
1,56,0,0,3,2,10,120,44
1,91,0,0,1,2,29,21,23
1,30,0,0,5,1,10,60,43
0,41,1,0,1,3,10,70,23
1,39,1,0,5,2,30,60,37
1,41,0,0,3,3,13,24,25
1,84,0,1,1,3,27,5,50
1,41,0,1,1,3,27,30,31
1,50,0,1,1,3,27,17,37
0,8,0,1,1,3,30,0,47
1,50,0,1,1,3,27,0,31
,74,0,1,,1,27,2,36
0,39,1,1,1,3,10,36,22
1,55,0,0,1,2,10,10,43
0,26,0,0,5,1,30,6,46
0,56,0,1,1,3,10,57,24
0,48,1,0,5,1,22,0,54
1,87,0,0,1,2,13,60,28
1,70,0,1,1,3,27,18,27
0,33,0,,,,35,0,22
0,70,1,1,6,3,35,0,32
0,30,1,0,5,1,18,57,55
1,41,0,1,3,3,27,54,33
1,11,0,0,5,2,13,51,29
0,39,1,0,6,2,18,6,32
1,9,0,0,5,3,10,70,44
1,47,1,0,1,3,10,30,29
0,5,0,0,6,1,18,0,46
1,73,0,0,5,3,10,120,47
1,42,0,1,1,3,27,24,40
1,45,0,0,1,2,10,75,47
1,74,0,0,5,2,10,151,31
1,42,0,0,3,3,13,63,29
0,39,0,0,6,3,22,36,59
0,39,0,0,6,2,18,37,57
1,29,0,0,5,2,18,37,65
0,74,1,1,1,3,10,72,20
1,47,0,0,3,1,28,97,59
1,52,0,0,1,3,10,36,20
1,45,0,0,1,6,4,33,47
0,45,0,0,3,1,28,70,33
0,65,0,0,3,2,10,28,21
1,65,0,0,5,3,10,24,43
1,35,0,0,3,2,18,0,40
1,60,0,0,3,1,11,24,20
0,12,1,0,6,2,30,0,45
0,30,0,0,5,1,22,0,71
1,74,0,0,6,1,28,70,77
0,41,1,1,5,3,23,34,33
1,84,0,0,5,1,18,46,43
1,45,0,0,1,2,10,140,27
1,45,0,0,5,6,3,170,33
1,45,0,0,3,3,10,36,26
1,52,0,0,1,2,20,12,28
0,30,0,1,1,3,10,120,30
0,84,0,0,5,1,18,37,67
0,28,0,0,3,2,10,12,47
0,41,0,0,3,3,13,6,24
1,17,0,0,3,2,6,100,35
0,41,0,1,3,3,10,24,21
1,41,0,1,1,3,27,27,35
