CRIMHIST,DISTRICT,MONSEX,NEWCIT,NEWEDUC,NEWRACE,OFFTYPSB,TOTPRISN,AGE
1,45,0,0,3,1,5,9,26
0,70,0,0,3,1,10,0,23
1,70,0,1,1,3,27,0,42
0,45,0,0,6,2,22,0,54
1,49,0,0,5,1,10,84,36
1,39,0,1,1,3,27,16,44
1,74,0,1,1,3,27,12,47
1,70,0,1,1,3,10,0,24
1,70,0,1,1,3,27,12,56
1,74,0,1,1,3,27,24,45
1,73,0,0,3,2,4,87,27
1,85,0,0,3,1,13,60,31
1,70,0,1,1,3,27,18,24
0,49,1,0,5,1,10,16,39
1,9,0,0,1,2,24,168,26
1,70,0,1,1,3,27,33,41
,43,1,0,,1,35,0,24
,22,1,0,,1,35,0,31
1,9,0,0,5,1,6,65,54
1,75,1,0,1,6,10,0,70
0,70,0,1,1,3,10,24,31
1,9,0,1,1,2,5,68,43
1,70,1,0,1,3,17,0,58
1,70,0,0,5,6,5,36,23
1,69,0,0,3,1,5,0,38
1,39,0,0,3,3,10,120,24
1,39,0,0,3,2,13,180,43
1,22,0,0,3,2,30,21,21
1,30,0,0,3,2,18,0,65
1,43,1,0,5,1,35,15,22
1,30,0,0,1,2,10,70,41
1,43,1,0,3,1,18,15,20
0,42,1,0,3,3,27,0,49
0,9,1,0,1,2,10,0,25
1,74,0,1,1,3,27,24,43
0,9,1,0,5,1,18,0,39
0,73,1,1,6,3,5,8,32
1,9,1,0,5,2,19,0,63
0,30,1,0,6,3,22,0,54
1,70,0,1,1,3,27,24,35
1,70,0,0,1,6,10,46,37
0,12,1,0,1,1,10,24,22
1,31,0,0,6,2,18,7,57
1,20,0,0,3,2,18,65,41
1,4,0,0,1,3,13,18,28
1,83,0,0,5,2,30,0,28
1,70,0,1,1,3,27,0,43
1,83,0,0,3,2,10,144,26
1,83,0,0,3,2,10,144,24
1,56,1,0,5,1,18,0,42
1,18,0,0,3,2,24,168,51
1,51,0,0,1,2,10,140,31
1,51,0,0,5,1,30,18,47
1,25,0,0,3,1,13,0,57
1,41,0,1,1,3,27,21,32
1,31,0,0,1,2,18,51,30
1,70,0,1,3,3,10,70,25
1,6,0,0,6,1,28,121,51
1,70,0,1,1,3,27,0,28
1,70,0,1,1,3,10,27,44
1,18,0,0,1,1,35,6,65
1,61,1,1,1,3,10,46,32
1,67,0,0,3,1,10,100,26
1,16,0,0,1,2,10,63,22
0,70,0,1,1,3,10,8,18
1,70,0,0,5,6,2,96,30
1,2,0,1,1,3,18,0,27
0,70,0,0,3,1,35,0,39
1,2,0,0,3,3,10,37,20
0,15,0,1,1,3,10,46,46
1,32,0,0,1,2,10,151,37
1,6,0,0,3,1,10,0,26
1,64,1,1,1,2,18,0,32
1,62,0,0,3,2,10,90,34
0,46,0,0,5,1,18,48,60
1,9,0,0,5,2,24,0,44
1,1,1,1,1,3,27,0,34
1,65,0,0,5,2,10,84,50
1,42,0,1,1,3,10,60,42
1,2,0,1,3,3,27,0,45
0,42,0,1,5,3,10,70,52
0,70,0,0,5,1,10,0,38
1,2,0,0,3,1,6,71,45
1,83,0,0,1,2,13,24,28
1,49,1,0,1,1,10,48,45
1,68,0,0,1,6,10,84,37
1,68,0,0,5,2,10,78,56
1,68,0,1,1,3,27,8,39
1,70,1,0,3,3,2,84,32
1,68,0,1,1,3,27,0,48
1,42,0,1,3,3,27,8,21
1,42,0,0,3,3,13,30,41
1,68,0,0,5,1,13,42,28
1,15,0,0,3,2,13,120,50
1,15,0,0,3,1,10,24,35
1,12,0,0,3,3,10,148,26
1,76,0,0,5,1,10,0,22
1,1,0,0,1,6,10,44,24
1,70,0,1,1,3,27,36,34
1,16,1,1,1,3,27,6,38
1,42,0,1,1,3,27,21,43
1,8,0,0,1,1,6,168,26
1,32,0,0,3,2,13,27,39
1,42,1,1,,3,27,0,21
1,13,0,0,1,1,10,12,59
1,65,0,0,1,2,13,51,37
0,13,0,0,3,3,10,120,46
0,30,0,1,6,2,35,0,48
1,4,0,1,1,3,10,0,55
1,70,0,1,1,3,27,36,48
1,70,0,1,1,3,27,27,38
1,12,0,0,3,1,10,30,24
0,39,0,0,5,1,28,68,31
1,41,0,1,1,3,27,10,46
1,66,0,0,3,2,13,60,23
1,66,0,0,3,2,13,27,37
0,30,0,1,1,3,10,135,37
1,45,1,0,5,2,18,0,36
1,66,0,0,1,1,10,3,32
1,31,0,0,1,2,13,90,30
0,1,0,0,3,1,18,0,60
,73,0,1,,6,21,0,38
1,26,0,1,1,3,27,30,35
0,41,1,0,3,2,10,30,20
1,31,0,0,3,2,6,37,19
1,43,0,0,1,1,10,78,36
1,53,0,0,3,1,10,54,33
1,18,0,0,1,2,10,71,22
1,55,0,0,3,2,13,15,22
1,42,1,0,1,1,10,36,35
1,76,0,0,3,3,10,121,38
1,4,0,1,,3,27,5,27
1,26,1,0,5,2,18,0,37
1,19,0,0,3,2,13,46,35
1,70,0,1,1,3,27,8,35
1,12,0,1,6,1,18,63,80
1,4,0,0,3,3,10,0,24
1,66,0,0,3,2,13,180,45
0,42,1,0,3,3,10,0,22
1,42,0,1,1,3,27,14,43
0,41,0,0,1,3,32,37,26
1,4,1,1,1,3,27,0,30
1,4,0,1,3,2,10,120,49
1,72,0,0,3,1,28,360,45
1,9,0,0,3,1,28,72,29
1,39,0,1,1,3,27,0,39
0,4,0,0,5,1,10,120,38
1,41,0,1,,,27,3,51
1,71,0,1,1,6,24,9996,56
1,70,0,1,1,3,27,15,39
0,72,0,1,1,3,10,57,29
0,4,0,0,3,3,34,0,60
1,41,0,1,1,3,27,21,49
1,70,0,0,3,3,10,24,28
1,41,0,1,1,3,27,4,26
1,26,0,1,1,3,27,0,41
1,72,0,0,5,2,10,87,31
1,55,0,0,3,2,13,9,29
1,4,0,1,1,3,27,0,38
1,26,0,0,5,2,13,42,29
0,13,1,0,3,3,23,0,23
1,70,0,1,1,3,27,10,53
1,39,0,1,1,3,27,14,45
1,4,0,0,5,3,10,81,45
0,41,0,1,1,3,10,10,36
,83,0,0,,2,17,0,57
1,70,0,0,5,3,27,10,25
1,7,0,0,3,3,35,6,31
1,70,0,1,1,3,27,18,52
1,72,1,0,5,2,10,52,42
1,41,1,0,3,3,27,0,23
1,26,0,0,1,2,13,15,24
1,16,0,0,1,2,24,288,22
1,6,0,1,5,2,10,120,47
0,41,0,1,1,3,10,45,28
1,42,0,1,1,3,27,10,48
1,52,0,0,5,2,10,12,48
1,27,0,1,1,3,10,60,24
0,27,0,1,1,3,10,57,37
1,70,1,1,1,3,23,25,27
1,26,0,0,1,2,13,37,25
1,4,0,1,,3,27,0,44
1,17,0,0,3,1,29,30,55
1,19,0,0,3,2,13,15,25
0,65,0,0,5,1,10,120,38
1,31,1,0,1,2,18,24,30
1,70,0,1,5,3,27,20,44
1,95,1,0,5,1,18,0,33
1,95,0,0,3,1,13,20,33
1,30,0,0,1,2,10,60,29
1,41,0,1,1,3,27,16,35
0,56,1,0,6,1,18,0,35
,42,1,1,,6,18,0,41
1,30,0,0,6,2,20,0,30
1,42,0,0,3,3,13,37,76
0,70,0,1,1,3,10,13,30
1,84,0,1,3,3,27,1,27
0,70,0,1,1,3,10,10,21
1,31,0,1,1,3,35,4,37
1,42,0,1,1,3,27,6,24
1,30,0,0,5,2,10,56,31
1,4,0,0,3,3,13,37,39
0,42,0,1,3,3,13,6,40
0,41,0,1,1,3,10,24,23
,81,1,0,,1,17,0,32
1,4,0,0,3,3,13,24,30
0,4,1,0,1,3,10,48,50
1,31,0,1,,3,27,0,36
1,4,0,0,3,3,10,181,45
1,4,0,0,3,3,10,60,41
1,4,0,0,6,3,4,262,65
0,31,0,1,,3,27,0,51
0,4,0,0,3,3,13,120,31
0,4,0,0,3,3,17,3,43
,31,0,1,,3,27,0,45
1,4,0,0,1,3,13,144,33
1,1,0,0,3,2,13,27,29
1,35,0,0,5,1,28,60,32
,31,0,1,,3,27,0,30
1,4,0,0,1,3,13,21,32
1,84,0,0,5,3,6,70,31
1,84,0,0,5,3,10,84,25
1,42,0,1,,3,27,0,35
0,4,1,0,5,3,18,0,34
1,4,0,0,1,3,10,60,45
1,84,0,1,5,3,10,24,26
1,81,0,0,,6,12,0,29
1,41,0,1,1,3,27,18,48
1,41,0,1,1,3,10,22,35
1,45,0,0,3,2,10,12,46
1,78,0,0,1,2,10,4,24
1,42,0,1,,,27,0,30
1,31,0,0,1,2,10,36,35
1,42,0,1,1,3,10,72,47
1,84,0,0,3,3,10,60,30
1,52,1,0,3,1,10,57,44
1,52,0,0,1,3,10,65,23
1,42,0,1,,,27,0,38
1,42,0,1,1,3,27,57,30
1,72,1,0,1,1,18,21,27
1,18,1,0,1,3,30,0,42
1,73,0,0,3,3,24,0,36
1,79,0,0,3,1,29,0,36
1,41,0,0,1,3,10,40,27
1,82,1,0,5,3,18,21,36
1,5,0,0,3,3,10,0,44
1,6,0,0,5,1,28,60,34
1,42,0,1,1,3,27,54,44
0,42,0,1,3,3,27,13,45
1,78,0,1,3,3,10,46,38
0,42,0,1,1,3,10,25,20
1,42,0,1,1,3,27,0,33
0,79,0,0,3,1,28,84,67
1,73,0,0,6,1,4,840,55
1,42,0,1,,3,27,0,23
0,42,0,1,1,3,10,12,34
1,63,0,0,1,1,13,46,31
1,31,0,1,1,3,18,39,25
1,31,0,0,1,2,24,175,36
1,81,0,0,3,1,13,72,27
1,19,0,0,6,1,10,12,65
1,82,0,1,1,3,27,13,33
1,36,0,1,1,3,27,15,34
1,42,0,1,1,3,27,42,53
1,56,0,0,1,1,10,60,25
1,19,0,0,3,1,28,89,32
1,41,0,1,1,3,27,33,35
1,42,0,0,5,1,28,80,40
1,41,0,1,1,3,27,0,32
1,82,0,1,3,3,27,27,40
,22,0,,,2,35,0,53
1,41,0,0,3,3,27,11,44
1,31,0,1,,3,27,0,31
1,73,0,0,3,3,17,0,32
1,36,0,0,3,1,10,65,43
1,41,0,1,1,3,27,8,22
1,41,0,1,1,3,27,30,37
1,73,0,1,1,3,10,168,57
1,31,0,1,,3,27,6,30
1,43,0,0,3,2,13,71,22
1,19,0,0,3,2,10,51,25
1,41,0,1,1,3,27,41,36
1,19,0,0,1,2,10,121,29
1,19,1,0,5,1,10,63,35
,41,1,0,,3,27,0,20
0,16,0,0,6,1,18,48,56
1,45,1,0,1,2,5,0,22
1,19,0,0,3,1,10,78,27
1,70,0,1,1,3,27,8,30
1,19,0,0,3,2,10,131,34
0,41,1,1,6,3,10,121,27
0,70,1,0,3,1,35,0,24
0,40,0,1,1,3,10,120,53
1,70,0,1,1,3,27,27,30
1,17,0,0,1,2,13,32,28
1,19,0,0,3,1,10,83,33
1,40,0,0,1,3,13,71,36
1,17,0,0,3,2,10,84,45
1,42,0,1,,3,27,0,25
1,84,0,1,1,3,27,2,48
1,84,0,1,1,3,27,1,38
1,51,0,0,1,2,13,115,34
1,46,1,0,1,2,18,8,23
1,41,0,1,,,27,0,20
1,76,0,0,3,1,10,100,50
0,31,0,0,3,3,10,0,55
1,49,1,0,3,2,13,46,30
1,84,0,1,1,3,27,2,33
1,70,0,1,1,3,27,14,28
1,23,1,0,5,1,10,60,28
1,84,1,1,1,3,27,0,29
1,23,0,0,1,1,10,15,24
1,17,0,1,1,3,27,15,31
0,83,1,1,1,3,27,0,21
1,70,0,1,1,3,10,15,35
1,15,0,0,3,1,10,24,34
1,19,1,0,1,1,10,63,22
1,22,0,0,6,3,20,12,44
0,13,1,0,6,6,17,0,60
1,3,0,0,3,2,4,120,21
1,84,0,1,1,3,27,2,32
1,66,0,0,3,1,13,0,56
0,70,0,1,5,3,10,44,24
1,67,0,0,3,3,10,60,23
1,49,1,0,1,1,10,59,47
0,20,0,0,3,2,10,120,39
1,67,0,1,1,3,10,72,49
1,13,0,0,1,3,23,66,52
1,20,0,0,3,2,10,46,29
1,76,0,0,3,3,10,18,39
1,20,0,1,3,3,10,51,31
1,70,0,1,1,3,27,30,37
1,2,0,0,3,1,13,0,30
0,70,0,1,5,3,10,28,23
1,22,0,0,1,3,24,9996,26
1,20,0,0,3,2,13,0,28
1,68,0,0,3,2,13,84,25
1,57,0,0,1,1,10,0,41
1,5,0,0,1,2,1,210,25
1,47,0,0,1,3,4,120,19
1,20,0,0,1,2,10,77,35
1,20,0,0,3,2,13,115,47
1,62,0,1,1,3,27,0,22
,42,0,1,,3,18,0,40
1,42,0,1,5,3,27,0,32
1,12,0,0,1,3,18,0,67
0,66,0,1,1,1,11,15,23
1,84,0,1,1,3,27,4,36
1,31,0,1,1,3,27,0,30
1,31,0,1,5,3,27,40,36
1,55,0,0,3,3,13,18,24
1,68,1,0,1,3,6,108,40
0,55,1,1,3,3,10,37,39
1,26,0,0,3,1,17,0,36
1,62,0,0,3,1,13,40,36
1,66,0,0,3,3,10,108,34
1,42,0,1,,3,27,0,30
0,42,1,1,5,3,10,30,21
1,9,0,0,1,2,13,0,48
1,69,0,0,,1,35,0,60
0,30,0,1,1,3,10,108,47
1,55,0,0,1,2,13,37,19
,42,0,1,,3,18,0,35
1,16,1,0,1,2,18,12,35
1,46,0,0,1,2,10,156,38
1,42,0,1,1,3,27,7,45
0,70,0,0,5,2,27,0,27
1,30,0,0,3,2,13,54,29
0,32,0,0,6,1,18,33,55
1,41,0,1,1,3,27,21,30
1,41,0,1,1,3,27,14,20
1,51,1,0,3,1,10,77,37
1,51,0,0,3,2,10,24,49
1,78,0,0,1,1,10,0,52
1,67,1,0,5,2,18,0,25
,31,0,,,3,27,0,42
1,26,0,0,3,1,35,0,28
1,61,0,0,1,3,10,77,32
1,23,0,0,3,1,13,174,43
1,49,0,0,3,1,10,108,38
1,78,0,0,6,3,10,30,55
1,19,0,0,3,1,10,235,39
1,70,0,1,3,3,27,12,43
1,34,0,0,1,3,10,120,23
1,51,1,0,3,2,10,80,28
1,34,0,1,3,3,10,40,45
1,31,1,1,5,3,27,0,31
1,70,0,1,1,3,27,10,36
1,7,0,0,5,3,17,0,26
1,70,0,1,1,3,10,30,29
,22,0,0,,1,35,0,59
1,31,0,1,,3,27,0,30
1,23,1,0,6,1,18,12,49
0,70,0,0,3,3,28,27,20
1,22,0,0,3,1,4,293,50
0,7,1,0,5,2,17,0,45
1,34,1,0,5,1,10,36,44
1,34,0,0,6,1,10,127,39
1,30,0,0,3,2,18,17,39
1,17,0,0,5,2,10,25,29
1,70,0,0,1,3,27,6,23
1,17,0,0,1,2,10,72,36
1,34,0,0,5,1,10,84,50
1,34,1,0,5,1,10,151,55
1,17,1,0,6,6,18,0,48
1,54,0,0,5,2,10,151,29
0,70,0,1,1,3,10,66,37
0,16,0,0,6,1,18,60,47
1,17,0,0,3,2,13,54,30
1,49,0,0,3,2,13,30,34
0,41,0,0,3,3,28,750,38
1,66,0,0,1,2,13,144,30
0,16,0,0,5,1,10,60,29
1,19,0,0,5,1,10,146,36
0,4,0,1,3,1,23,0,61
1,19,0,0,3,1,10,92,39
0,41,0,0,3,2,4,5,51
,17,1,0,,1,12,0,36
1,19,0,1,1,3,10,210,44
1,19,0,0,1,1,10,235,39
0,7,0,1,3,2,10,18,37
1,19,0,0,3,1,10,120,29
0,7,0,0,5,3,10,0,24
1,7,0,0,3,2,10,120,29
1,31,0,1,,3,27,6,31
1,19,0,0,3,1,10,92,40
1,34,1,,,,35,0,44
1,66,0,0,1,2,10,60,43
0,7,0,0,5,6,35,20,19
1,19,0,0,3,1,10,120,25
1,7,0,0,3,2,13,120,25
1,26,1,1,1,3,10,37,41
0,4,0,0,3,3,30,0,30
1,84,0,1,1,3,27,2,32
1,34,,,,,35,0,23
0,41,0,1,1,3,27,10,19
1,41,0,1,1,3,27,0,35
1,66,0,0,1,2,10,84,32
0,45,1,0,5,3,18,0,35
1,66,0,0,3,1,34,36,36
1,31,0,0,3,2,18,30,26
0,73,0,0,3,3,17,0,68
1,40,0,0,3,2,11,32,34
1,45,0,0,1,2,13,24,49
1,26,0,0,1,1,35,2,52
1,34,0,0,,1,12,1,29
1,56,0,0,3,2,13,30,29
1,84,0,1,1,3,27,0,30
1,82,0,0,1,2,29,12,26
,84,0,1,,3,27,3,37
1,40,0,0,1,6,6,84,22
1,30,0,0,5,2,10,86,31
0,79,0,0,3,3,30,0,23
1,41,0,0,1,2,30,0,48
1,70,0,1,1,3,27,0,32
1,49,0,0,1,1,10,37,32
1,84,1,1,1,3,27,0,35
1,84,0,1,1,3,27,0,34
1,43,1,0,3,1,10,144,40
1,40,0,0,3,1,10,60,35
1,1,0,0,3,3,10,48,25
1,79,0,0,3,1,13,0,57
1,17,0,0,1,2,13,30,24
1,84,0,1,1,3,27,3,21
0,30,0,1,1,3,10,120,30
1,70,0,1,1,3,27,46,38
1,42,0,1,6,3,27,0,50
0,23,1,0,6,1,24,32,44
1,46,0,1,1,3,27,30,40
1,43,1,0,3,1,10,160,36
1,1,0,1,,3,27,0,42
1,70,0,1,1,3,27,14,48
1,20,1,0,1,1,18,6,22
1,20,0,0,1,2,13,63,60
0,13,0,0,6,3,18,9,42
1,84,0,1,1,3,27,0,34
1,70,0,1,1,3,27,24,30
1,15,0,0,5,2,10,180,40
1,82,0,1,1,3,27,27,27
1,70,0,0,5,3,27,10,27
1,84,0,0,3,3,13,46,37
1,66,0,0,1,2,10,126,39
0,66,0,1,5,3,11,20,33
1,84,0,1,1,2,27,2,49
1,41,0,1,5,3,27,8,20
1,68,0,0,3,1,10,72,39
1,84,0,1,1,3,27,0,27
,22,1,0,,2,18,0,41
1,20,0,1,1,3,27,0,32
1,45,0,0,5,1,18,28,36
1,41,0,1,,3,27,0,29
1,45,0,0,3,2,13,0,28
1,42,0,0,1,3,10,21,39
1,30,0,0,3,2,10,69,26
1,61,0,0,1,3,10,156,40
,34,1,0,,,17,0,20
1,42,0,1,,3,27,0,44
1,42,0,1,,3,27,0,25
1,39,0,1,1,3,27,41,39
1,5,1,0,3,2,11,0,31
0,30,0,1,1,3,10,120,43
,22,1,0,,2,35,0,32
1,49,0,0,5,3,4,190,26
1,42,0,1,3,3,27,0,32
1,82,0,1,1,3,27,8,29
0,42,1,0,1,3,27,15,29
1,39,0,1,1,3,27,7,30
0,13,1,0,5,3,23,0,25
1,70,0,1,1,3,27,24,34
1,12,0,0,3,2,10,151,26
1,42,1,0,1,3,10,12,31
1,1,0,0,3,3,10,20,38
1,84,0,1,1,3,27,0,26
1,69,1,0,3,1,10,12,36
,34,,,,,35,0,22
1,70,0,1,1,3,27,24,37
1,48,0,1,3,3,10,24,30
1,51,0,0,3,2,10,21,35
1,41,0,0,3,3,10,36,29
1,70,1,0,3,1,27,0,36
0,61,0,0,5,1,28,36,38
1,83,0,0,6,1,18,27,68
1,73,0,0,5,3,13,0,45
,34,0,0,,2,35,0,19
1,51,0,0,3,2,13,48,25
1,70,0,1,3,3,27,0,24
1,41,0,1,1,3,27,24,30
1,30,0,1,1,3,10,168,43
1,55,0,0,3,2,13,40,38
1,65,0,0,1,2,13,40,35
1,42,0,0,3,3,27,14,42
0,7,1,0,1,6,22,12,62
1,73,1,0,3,3,10,0,57
1,84,0,1,1,3,27,0,32
1,31,0,1,,3,27,4,37
1,42,0,0,5,3,27,8,24
1,25,0,0,1,1,10,57,33
1,30,0,1,3,3,10,108,42
1,49,1,0,6,1,10,41,49
1,53,0,0,3,2,13,108,41
1,44,0,1,,,27,0,32
1,42,1,0,1,3,27,15,30
1,31,0,0,3,3,10,70,24
1,39,0,0,1,3,10,400,33
0,35,1,0,5,2,18,80,46
1,16,0,0,5,2,18,34,23
1,42,0,1,1,3,27,8,67
1,42,0,0,1,3,27,12,35
0,9,1,0,3,2,10,0,26
1,67,0,0,3,3,10,70,39
1,66,0,0,3,1,10,84,34
1,20,0,0,5,1,20,30,37
1,70,0,1,1,3,10,24,47
1,15,0,0,3,2,10,120,38
1,66,0,0,5,2,13,30,26
1,66,1,1,1,3,11,24,34
1,70,0,1,1,3,10,18,32
1,70,0,1,1,3,27,15,28
1,39,0,1,1,3,27,12,48
1,42,0,1,5,3,27,8,28
1,42,0,1,1,3,27,7,30
1,42,0,0,5,3,10,24,25
0,41,1,0,3,3,13,0,32
1,81,0,1,1,3,10,45,24
1,23,0,0,5,2,10,84,29
1,42,0,0,3,3,10,37,55
1,40,0,0,1,2,13,60,29
1,41,0,0,1,3,27,30,27
1,26,0,0,5,2,10,64,35
1,52,0,0,6,1,18,12,41
1,34,0,0,,,5,0,32
1,42,1,1,1,3,27,18,51
,70,1,0,,1,31,4,31
1,42,0,1,1,3,27,10,30
1,42,0,1,1,3,27,12,27
1,42,0,1,1,3,27,14,42
1,53,0,0,1,2,13,33,24
1,72,0,0,3,1,20,33,45
0,30,0,1,1,3,10,120,27
1,52,0,1,1,3,27,24,32
1,65,0,0,1,2,13,37,31
1,41,1,0,5,3,27,13,34
1,25,0,0,1,2,10,12,37
1,17,0,0,3,2,6,110,27
1,74,0,1,1,3,27,0,31
1,42,0,1,1,3,27,21,45
1,38,0,0,3,2,10,240,42
1,41,1,0,3,2,10,78,23
1,72,0,1,1,3,13,41,27
1,72,0,1,1,6,13,51,49
1,38,0,0,3,2,23,240,42
0,80,0,1,3,3,1,9996,29
1,80,0,0,6,1,4,9996,47
1,64,0,0,3,6,13,105,26
1,42,0,1,1,3,27,30,44
0,13,0,0,5,1,18,48,35
1,42,0,1,1,3,27,16,30
1,26,0,0,6,1,28,121,36
1,41,0,0,1,3,10,65,30
0,42,0,1,5,3,10,21,23
1,42,0,1,1,3,27,24,32
,88,1,0,,6,19,0,55
1,42,0,1,1,3,27,27,49
1,42,0,1,1,3,27,0,40
1,60,0,0,5,2,18,18,52
1,80,0,0,3,1,28,60,54
1,88,0,0,3,2,13,0,53
1,78,0,0,1,2,30,0,24
1,42,0,1,1,3,27,46,23
1,1,0,0,6,1,18,33,59
1,42,0,1,5,3,27,27,46
1,42,0,0,5,1,27,41,34
1,42,0,1,1,3,27,27,37
1,42,0,1,1,3,27,12,25
1,42,0,1,1,3,27,8,51
1,80,0,1,1,1,27,7,36
1,16,0,1,1,3,27,0,38
1,88,0,1,1,3,27,0,29
1,88,0,1,1,3,27,24,30
1,41,0,1,3,3,27,60,23
1,88,0,0,3,3,13,0,34
1,88,0,1,1,3,27,12,51
1,28,0,0,1,1,10,0,46
1,42,0,1,1,3,27,7,38
1,88,0,1,1,3,27,0,28
1,88,0,0,3,1,13,0,33
1,70,0,1,1,3,27,17,44
1,28,0,0,3,2,13,108,42
1,42,0,1,,3,27,0,34
1,28,0,0,3,2,13,12,33
1,44,0,0,1,2,10,24,38
1,88,0,0,3,3,13,46,34
1,88,0,0,5,1,13,0,49
1,70,0,1,1,3,27,0,23
1,88,0,1,3,3,27,9,24
1,70,0,1,1,3,27,0,33
1,70,0,0,5,6,4,235,26
1,41,0,1,,3,27,0,43
1,41,0,0,1,1,20,33,34
1,88,0,0,3,1,13,60,27
1,44,0,1,1,3,10,87,32
0,82,1,0,5,1,35,6,69
1,52,0,0,5,1,6,72,30
1,41,0,0,3,3,10,37,22
1,42,0,1,,3,27,0,38
1,42,0,1,5,3,10,32,32
1,64,0,0,3,2,13,30,25
1,70,0,1,1,3,10,24,27
1,41,0,1,1,3,27,12,32
1,42,0,1,1,3,27,0,41
1,88,0,0,3,1,13,60,27
1,80,0,0,5,1,18,0,38
0,88,0,0,6,6,18,24,55
1,80,0,0,1,1,10,100,43
1,25,0,0,3,1,9,108,36
1,88,0,1,3,3,13,0,20
1,41,0,1,1,3,27,16,41
1,15,0,0,3,2,10,132,38
,17,0,0,,1,12,0,60
1,88,0,0,5,1,18,0,43
1,42,0,1,1,3,27,0,23
1,31,0,1,,3,27,12,34
1,41,0,0,1,3,27,0,21
1,42,0,1,1,3,27,0,33
1,41,0,0,1,3,27,6,18
1,42,1,1,1,3,27,14,32
1,25,0,0,5,2,20,12,23
1,17,1,0,3,2,13,60,38
1,32,0,0,3,3,10,151,30
1,44,0,0,3,2,13,37,42
1,88,0,1,1,3,27,0,44
1,85,0,0,3,6,10,120,30
1,45,0,0,3,2,13,0,30
1,53,0,0,1,3,10,151,33
1,80,0,0,3,2,10,130,33
1,80,0,0,6,1,13,18,70
1,1,0,0,1,3,10,0,27
1,75,1,1,1,3,10,39,47
1,48,0,1,1,3,27,0,30
1,85,0,0,3,2,10,240,41
0,7,0,0,3,1,25,0,64
1,48,0,0,3,2,10,33,21
1,65,0,0,3,1,10,150,36
1,23,0,0,3,1,10,46,25
0,41,1,0,3,3,27,0,23
1,41,1,0,3,3,27,0,19
0,31,0,1,3,3,10,30,49
1,1,0,0,3,3,10,3,33
1,70,0,1,1,3,27,36,38
0,30,1,0,3,3,19,0,45
0,22,0,1,6,6,10,48,44
1,15,0,0,5,2,10,80,34
1,41,0,1,,3,27,0,34
1,48,0,1,5,3,10,46,38
1,51,1,0,5,2,18,0,41
1,41,0,0,1,3,10,33,48
1,41,0,1,1,3,27,70,48
1,10,0,0,3,1,10,0,24
1,51,0,0,3,2,13,120,45
,22,0,0,,2,35,0,29
1,51,0,0,1,2,10,120,27
1,23,0,0,3,2,10,71,35
1,30,0,0,5,3,13,216,27
1,85,0,0,1,1,18,0,41
1,70,1,1,1,3,10,18,37
1,43,0,0,5,1,10,90,37
1,82,0,1,1,3,27,8,38
1,30,0,1,5,3,10,30,33
,17,1,0,,1,35,0,50
1,85,0,0,3,1,5,41,39
1,43,0,,,,13,27,28
1,30,0,0,1,2,13,262,32
1,70,0,1,3,3,10,10,21
1,39,0,0,3,1,10,150,51
,17,0,0,,2,17,0,21
1,70,0,1,1,3,27,0,23
0,8,0,0,6,1,18,0,63
,70,0,0,,6,5,0,30
0,4,1,0,3,3,10,0,20
1,17,0,0,3,2,13,38,45
1,70,0,1,1,3,27,0,39
1,74,0,1,3,3,27,8,48
1,8,0,0,5,3,10,72,33
1,44,0,0,1,1,10,0,32
1,22,0,0,1,3,24,9996,27
0,30,0,1,1,3,10,108,24
1,42,0,1,1,3,27,7,59
1,87,0,0,5,1,35,24,60
1,87,0,0,3,3,24,0,52
1,39,0,0,3,2,10,240,38
1,73,0,0,3,2,10,24,44
1,41,0,0,1,3,27,30,34
1,41,0,1,1,3,10,60,52
1,30,0,0,1,3,10,10,29
,22,0,,,6,35,0,52
1,41,0,0,3,3,10,144,34
1,74,0,0,1,3,23,18,20
1,41,1,1,1,3,10,60,44
1,42,1,0,5,3,5,37,42
1,31,0,1,1,2,10,38,41
0,42,0,1,1,3,10,72,53
0,65,0,0,5,1,28,180,23
1,88,0,1,1,3,27,0,28
1,42,1,1,,3,27,0,45
1,70,0,1,1,3,27,6,26
1,41,1,0,1,3,27,0,18
0,31,0,1,3,1,10,38,52
1,31,0,1,1,2,10,26,34
0,31,0,1,3,2,10,38,45
1,41,0,1,1,3,27,24,58
0,42,1,1,1,3,18,108,37
1,42,0,1,1,3,27,0,46
0,65,0,0,3,1,28,180,27
1,48,0,0,1,1,10,36,44
1,42,0,0,3,2,10,60,27
1,41,0,1,1,3,27,14,21
1,48,0,0,5,1,18,0,72
1,41,0,1,1,3,27,0,48
0,42,1,1,1,3,18,121,38
1,65,0,0,3,2,10,27,25
1,82,0,1,,3,27,1,33
1,29,0,0,3,1,10,48,47
1,4,0,0,3,3,13,24,31
1,81,0,0,5,1,10,0,37
1,65,0,0,3,1,28,168,37
1,41,0,0,5,1,10,0,49
1,4,0,0,3,3,10,60,33
1,35,0,0,5,2,10,0,59
1,42,0,1,1,3,27,10,41
0,42,0,1,6,3,10,108,31
1,42,1,0,3,3,27,8,25
0,42,0,0,5,3,18,6,31
0,42,1,1,6,3,10,108,29
0,4,0,0,3,3,13,30,33
1,42,1,0,1,3,27,15,24
1,4,0,1,1,3,27,3,44
1,42,0,1,1,3,27,0,35
0,41,0,1,1,3,10,60,34
1,42,0,1,1,3,10,72,37
1,4,1,1,1,3,27,27,54
