POOFFICE,TOTPRISN,TIMSERVM,TIMSERVD,TOTDAYS,SENTIMP,MONRACE,MONSEX,NEWEDUC,NEWRACE,OFFTYPSB,NEWCIT,AGE,CITIZEN,CITWHERE,CRIMHIST,DISTRICT,HISPORIG
4,0,0,0,0,4,4,1,5,6,30,1,36,2,170,0,66,0
2,120,0,0,0,1,4,0,5,6,10,0,33,1,211,0,22,1
4,108,0,0,0,1,1,0,3,1,10,0,45,1,211,1,66,0
2,18,0,0,0,1,1,0,1,3,27,1,33,3,49,1,70,2
4,0,0,0,0,3,4,0,5,6,25,0,33,1,211,1,66,1
7,63,0,0,0,1,1,1,5,1,10,0,33,1,211,0,23,1
1,1,0,0,5,1,1,0,1,3,27,1,31,3,49,1,84,2
2,24,0,0,0,1,1,0,1,3,27,1,44,3,49,1,61,2
1,18,0,0,0,1,1,0,3,3,27,1,41,3,49,1,82,2
2,30,0,0,0,1,2,0,3,2,18,0,25,1,211,1,26,1
1,3,0,0,27,2,1,0,3,1,10,0,48,1,211,1,6,1
1,72,0,0,0,1,1,0,1,3,10,0,35,1,211,1,82,2
0,37,0,0,0,1,1,1,1,1,10,0,20,1,211,1,42,1
2,18,0,0,0,1,1,0,1,3,27,1,20,3,49,1,70,2
2,120,0,0,0,1,2,0,1,2,13,0,51,1,211,1,57,0
6,0,0,0,0,4,1,0,1,1,35,0,21,1,211,1,42,1
3,0,0,0,0,3,1,0,6,1,23,0,24,1,211,1,20,1
2,18,0,0,0,1,2,0,5,2,10,0,40,1,211,1,57,1
2,36,0,0,0,1,2,1,5,2,18,0,20,1,211,1,26,1
3,37,0,0,0,1,1,0,1,3,10,1,34,3,49,1,74,2
7,168,0,0,0,1,1,1,5,1,10,0,31,1,211,1,23,1
4,0,997,997,0,1,4,1,3,6,18,0,29,1,211,1,64,1
1,46,0,0,0,1,1,0,6,1,35,0,73,1,211,1,76,1
2,0,3,19,0,1,1,0,3,3,27,1,32,3,49,1,70,2
4,0,0,0,0,3,1,0,5,1,10,0,46,1,211,1,64,1
4,96,0,0,0,1,3,0,1,6,4,0,33,1,211,1,64,1
8,9,0,0,0,1,1,0,3,1,5,0,59,1,211,1,67,1
4,36,0,0,0,1,1,0,1,1,10,0,52,1,211,1,64,1
4,190,0,0,0,1,1,0,5,1,28,0,40,1,211,1,64,1
2,51,0,0,0,1,1,0,1,3,10,1,39,3,49,0,73,2
3,0,4,28,0,1,1,0,1,3,27,1,40,3,49,1,42,2
2,0,997,997,0,1,1,0,1,3,27,1,25,3,49,1,70,2
3,0,0,0,0,3,1,1,3,3,27,0,23,1,211,0,42,2
3,12,0,0,1,1,1,1,1,3,27,1,43,3,49,1,42,2
3,70,0,0,0,1,1,0,3,3,10,1,31,2,49,0,42,2
7,6,0,0,0,1,1,1,1,3,10,0,32,1,211,1,23,2
3,57,0,0,0,1,1,0,1,3,27,1,55,3,49,1,42,2
1,21,0,0,0,1,4,0,6,6,19,0,60,1,211,1,75,1
3,15,0,0,0,1,1,0,1,3,27,1,40,3,49,1,42,2
2,21,0,0,0,1,1,0,1,3,27,1,30,3,49,1,70,2
3,24,0,0,0,1,1,0,1,3,27,1,68,3,49,1,42,2
5,188,0,0,0,1,2,1,3,2,10,0,36,1,211,1,87,1
5,180,0,0,0,1,1,0,1,3,10,1,45,2,49,0,87,2
5,51,0,0,0,1,1,0,5,1,13,0,27,1,211,1,87,1
1,1,0,0,1,1,1,0,1,3,27,1,40,3,49,1,84,2
1,24,0,0,0,1,1,0,3,3,13,0,31,1,211,1,82,2
2,21,0,0,0,1,1,0,3,1,35,0,32,1,211,1,80,1
2,12,0,0,1,1,1,0,1,3,10,1,26,3,49,0,84,2
2,12,0,0,0,1,1,0,1,3,27,1,53,3,49,1,84,2
1,28,0,0,0,1,4,0,3,6,10,0,35,1,211,0,75,1
6,60,0,0,0,1,1,0,1,3,28,1,31,2,49,1,30,2
4,18,0,0,0,1,2,0,1,2,13,0,26,1,211,1,65,1
2,12,0,0,0,1,1,1,1,3,27,0,21,1,211,1,70,2
2,0,0,0,0,4,2,0,5,2,17,0,29,1,211,1,22,1
3,75,0,0,0,1,1,0,3,3,10,0,63,1,211,1,29,2
3,15,0,0,0,1,1,0,1,1,13,0,35,1,211,1,29,1
3,120,0,0,0,1,1,0,1,1,13,0,27,1,211,1,49,1
4,24,0,0,0,1,1,0,1,3,18,1,44,2,20,1,31,2
3,42,0,0,0,1,2,0,3,2,13,0,30,1,211,1,17,1
3,46,0,0,0,1,1,0,1,1,13,0,37,1,211,1,49,1
8,0,0,0,0,4,2,0,6,2,10,0,52,1,211,0,30,1
2,0,4,23,0,1,1,0,3,3,27,1,37,3,32,1,30,2
4,0,5,14,0,1,1,0,3,1,10,0,30,1,211,1,33,1
3,24,0,0,0,1,1,1,5,3,27,1,49,3,40,1,38,2
5,0,0,0,0,4,2,0,1,2,35,1,36,3,49,1,17,1
2,10,0,0,0,1,1,0,1,3,27,1,37,3,49,1,42,2
1,30,0,0,0,1,2,0,5,2,13,0,34,1,211,1,82,1
2,0,0,0,0,3,1,1,3,1,18,0,62,1,211,1,43,1
5,0,0,0,0,4,2,0,6,2,20,0,59,1,211,0,45,1
6,300,0,0,0,1,2,0,3,2,10,0,47,1,211,1,40,1
5,0,0,0,0,4,8,0,1,1,35,0,37,1,211,1,33,0
5,51,0,0,0,1,2,0,3,2,13,0,30,1,211,1,17,1
6,48,0,0,0,1,2,1,5,2,24,0,20,1,211,0,38,1
3,0,0,0,0,0,2,0,1,2,31,0,26,1,211,1,87,1
1,0,0,26,0,1,1,0,1,3,27,1,38,3,49,1,84,2
5,0,0,0,0,4,1,1,3,1,35,0,35,1,211,1,62,1
1,121,0,0,0,1,1,1,1,1,10,0,34,1,211,1,62,1
1,168,0,0,0,1,1,0,3,1,10,0,34,1,211,1,62,1
1,295,0,0,0,1,1,0,3,1,10,0,35,1,211,1,62,1
1,0,0,0,26,1,1,0,1,3,27,1,38,3,49,1,84,2
6,45,0,0,0,1,1,1,5,1,6,0,49,1,211,1,18,1
3,46,0,0,0,1,1,0,3,1,13,0,53,1,211,1,58,1
6,0,0,0,24,1,1,0,1,3,27,1,22,3,49,1,84,2
3,270,0,0,0,1,1,0,3,1,13,0,43,1,211,1,39,1
1,1,0,0,1,1,1,0,3,3,27,1,23,3,49,1,84,2
2,0,0,63,0,1,1,0,1,3,10,1,22,3,49,0,84,2
1,84,0,0,0,1,1,0,1,3,24,1,26,3,40,1,16,2
3,60,0,0,0,1,1,1,3,3,10,0,22,1,211,0,39,2
3,8,0,0,0,1,1,0,3,1,27,1,40,3,46,1,42,1
3,6,0,0,0,1,1,0,6,1,18,0,38,1,211,0,96,1
5,112,0,0,0,1,1,0,3,1,13,0,29,1,211,1,6,1
8,0,5,14,0,1,1,0,1,3,27,1,43,3,49,1,30,2
8,37,0,0,0,1,1,0,3,3,13,0,24,1,211,1,30,2
1,48,0,0,0,1,1,1,3,3,11,0,40,1,211,1,84,2
3,240,0,0,0,1,1,0,5,1,35,0,31,1,211,1,47,1
3,2,0,0,0,2,1,1,6,1,10,0,34,1,211,0,71,1
1,30,0,0,0,1,1,0,3,1,5,0,40,1,211,1,49,1
1,1,0,0,20,1,1,0,1,3,27,1,39,3,49,1,84,2
1,0,0,0,0,3,1,1,3,3,10,0,56,1,211,1,47,2
8,0,4,24,0,1,1,0,1,3,27,1,35,3,49,1,30,2
4,60,0,0,0,1,1,1,1,3,10,0,20,1,211,0,39,2
2,30,0,0,0,1,2,0,3,2,10,0,47,1,211,1,45,1
2,60,0,0,0,1,1,0,3,3,10,1,57,4,49,1,70,2
3,200,0,0,0,1,2,0,3,2,10,0,28,1,211,1,22,1
5,57,0,0,0,1,1,0,5,1,13,0,51,1,211,1,33,1
5,120,0,0,0,1,1,0,1,3,10,1,52,2,49,1,17,2
2,24,0,0,0,1,1,0,1,3,27,1,34,3,40,1,45,2
3,120,0,0,0,1,2,0,3,2,13,0,34,1,211,1,39,1
5,39,0,0,0,1,1,0,3,1,13,0,31,1,211,1,43,0
2,33,0,0,0,1,1,0,1,3,10,1,21,3,49,0,42,2
5,0,12,0,0,1,1,0,1,1,11,0,35,1,211,1,33,1
4,60,0,0,0,1,2,0,3,2,10,0,24,1,211,1,66,1
2,24,0,0,0,1,1,0,3,3,27,0,22,1,211,1,42,2
2,60,0,0,0,1,1,0,3,1,6,0,32,1,211,1,45,1
2,24,0,0,0,1,1,0,1,3,27,1,40,3,49,1,42,2
3,90,0,0,0,1,2,0,5,2,28,0,35,1,211,1,29,1
2,0,8,19,0,1,1,0,1,3,27,1,40,3,49,1,20,2
4,70,0,0,0,1,1,1,5,1,6,0,45,1,211,1,54,1
5,70,0,0,0,1,2,0,1,2,13,0,52,1,211,1,33,1
8,33,0,0,0,1,2,0,3,2,10,0,38,1,211,1,30,1
5,240,0,0,0,1,1,0,5,1,28,0,28,1,211,0,17,1
3,0,4,24,0,1,1,0,3,3,27,1,34,3,32,1,42,2
2,0,0,0,21,1,1,0,1,3,27,1,29,3,49,1,84,2
4,42,0,0,0,1,1,0,1,1,13,0,20,1,211,1,66,0
8,135,0,0,0,1,1,0,1,3,10,1,28,5,31,0,30,2
1,50,0,0,0,1,2,0,1,2,6,0,38,1,211,1,32,1
5,0,0,0,0,0,1,1,1,1,17,0,21,1,211,0,17,1
5,48,0,0,0,1,2,0,1,2,10,0,39,1,211,1,17,1
1,41,0,0,0,1,1,0,1,3,10,1,24,3,49,0,32,2
4,0,0,0,0,4,1,0,1,1,18,1,52,2,74,1,64,1
2,1,0,0,2,1,1,0,1,3,27,1,33,3,49,1,84,2
1,24,0,0,0,1,1,0,5,3,10,0,32,1,211,1,16,2
5,72,0,0,0,1,1,0,6,1,18,0,46,1,211,0,33,1
4,46,0,0,0,1,2,0,3,2,10,0,25,1,211,1,66,1
6,235,0,0,0,1,1,0,1,3,10,1,27,3,49,1,83,2
2,97,0,0,0,1,1,0,5,1,10,0,29,1,211,1,22,1
4,0,0,0,0,4,1,0,5,1,35,0,60,1,211,1,64,1
5,14,0,0,0,1,4,0,5,6,32,1,44,3,88,0,42,1
6,89,0,0,0,1,1,0,3,1,28,0,77,1,211,0,40,1
1,1,0,0,27,1,1,0,1,3,27,1,18,3,49,1,84,2
1,1,0,0,16,1,1,0,1,3,27,1,25,3,49,1,84,2
4,63,0,0,0,1,2,0,5,2,6,0,32,1,211,1,64,1
2,7,0,0,0,1,1,1,3,3,27,0,32,1,211,1,42,2
1,24,0,0,0,1,1,0,3,3,27,1,26,3,49,1,84,2
2,30,0,0,0,1,1,0,3,1,6,0,27,1,211,1,78,1
2,36,0,0,0,1,1,0,1,3,27,1,42,3,49,1,42,2
2,15,0,0,0,1,3,0,3,6,30,0,49,1,211,1,70,1
2,84,0,0,0,1,1,0,1,3,10,0,22,1,211,0,42,2
2,27,0,0,0,1,1,0,3,3,30,0,43,1,211,1,70,2
2,30,0,0,0,1,1,0,1,3,27,1,32,3,49,1,42,2
1,15,0,0,0,1,1,0,3,3,27,1,35,3,49,1,84,2
2,12,0,0,1,1,1,0,1,3,27,1,33,3,49,1,70,2
2,13,0,0,0,1,1,0,1,3,27,1,57,3,49,1,70,2
2,18,0,0,0,1,1,0,1,3,10,1,42,3,49,1,70,2
1,0,0,0,0,4,2,1,3,2,30,0,31,1,211,1,28,1
2,21,0,0,0,1,3,0,1,6,13,0,22,1,211,1,70,1
1,90,0,0,0,1,1,0,3,1,13,0,37,1,211,1,28,1
2,27,0,0,0,1,1,0,1,3,27,1,50,3,49,1,70,2
1,2,0,0,0,1,1,1,1,1,23,0,52,1,211,1,28,1
2,57,0,0,0,1,1,0,3,3,20,0,37,1,211,1,72,2
1,360,0,0,0,1,1,0,1,1,23,0,56,1,211,1,46,1
7,0,0,0,0,4,1,1,6,1,22,0,48,1,211,0,23,1
1,2,0,0,0,1,1,0,1,3,27,1,31,3,49,1,46,2
2,33,0,0,0,1,1,0,1,3,10,1,28,3,49,1,42,2
2,15,0,0,0,1,1,0,3,1,10,0,43,1,211,1,15,1
7,10,0,0,0,1,1,0,1,3,27,1,30,3,40,1,20,2
3,5,0,0,0,1,1,0,1,3,27,1,30,3,49,1,96,2
0,24,0,0,0,1,1,1,1,3,18,0,32,1,211,0,31,2
2,33,0,0,0,1,1,1,5,3,27,0,36,1,211,1,70,2
4,30,0,0,0,1,1,0,1,3,10,1,38,3,49,1,70,2
3,0,5,2,0,1,1,0,1,3,27,1,31,3,49,1,20,2
1,180,0,0,0,1,1,0,3,1,28,0,57,1,211,1,28,1
1,0,0,16,0,1,1,0,3,3,27,1,42,3,37,1,31,2
6,60,0,0,0,1,1,0,5,1,13,1,28,3,49,1,40,0
1,60,0,0,0,1,2,0,3,2,10,0,32,1,211,1,32,1
4,70,0,0,0,1,1,0,1,3,10,1,31,3,49,0,66,2
3,92,0,0,0,1,2,0,1,2,13,0,37,1,211,1,96,1
3,30,0,0,0,1,1,0,5,3,10,1,23,3,49,0,74,2
1,21,0,0,0,1,2,0,3,2,13,0,32,1,211,1,18,1
3,8,0,0,0,1,1,0,1,3,27,1,35,3,49,1,74,2
2,0,4,12,0,1,1,0,1,3,27,1,58,3,49,1,70,2
1,106,0,0,0,1,2,0,1,3,10,0,24,1,211,1,32,2
3,30,0,0,0,1,2,0,1,2,10,1,27,3,45,0,31,1
6,0,4,0,0,1,1,0,3,3,27,1,46,3,49,1,42,2
2,2,0,0,0,1,1,0,3,3,27,1,24,3,49,1,84,2
1,37,0,0,0,1,2,1,6,2,10,0,30,1,211,0,32,1
1,21,0,0,0,1,2,0,3,2,10,0,38,1,211,1,1,1
3,0,0,1,0,1,3,1,3,6,10,0,22,1,211,0,68,1
1,0,997,997,0,1,1,0,1,3,27,1,43,3,37,1,16,2
1,0,6,22,0,1,1,0,1,3,27,1,31,3,30,1,1,2
2,36,0,0,0,1,1,0,1,3,27,1,48,3,49,1,70,2
1,1,0,0,18,1,1,0,1,3,27,1,23,3,49,1,84,2
1,12,0,0,1,1,1,0,1,3,10,0,51,1,211,1,8,2
1,1,0,0,7,1,1,0,3,3,27,1,28,3,49,1,84,2
1,120,0,0,0,1,1,0,3,1,10,0,31,1,211,1,68,1
1,0,7,27,0,1,2,1,1,2,10,0,35,1,211,1,3,1
2,18,0,0,0,1,1,0,3,3,27,1,36,3,49,1,70,2
6,188,0,0,0,1,1,0,1,3,10,0,34,1,211,1,42,2
2,0,0,0,26,1,1,0,1,3,27,1,40,3,49,1,84,2
2,18,0,0,0,1,1,0,1,3,27,1,36,3,49,1,70,2
6,0,0,0,1,2,2,1,1,2,18,0,31,1,211,1,40,1
2,0,3,22,0,1,3,0,3,6,12,0,51,1,211,1,70,1
2,51,0,0,0,1,2,0,5,2,13,0,34,1,211,1,26,1
1,3,0,0,0,1,1,0,1,3,29,0,35,1,211,1,8,2
3,6,0,0,0,1,1,0,3,3,13,0,46,1,211,1,42,2
2,66,0,0,0,1,2,0,3,2,13,0,26,1,211,1,26,1
1,30,0,0,0,1,2,0,3,2,30,0,65,1,211,1,1,1
1,63,0,0,0,1,1,0,6,1,18,0,54,1,211,1,22,1
5,60,0,0,0,1,1,0,3,1,13,0,32,1,211,1,87,1
8,64,0,0,0,1,1,0,3,3,27,1,36,3,49,1,30,2
1,0,0,0,26,1,1,0,1,3,27,1,30,3,49,1,84,2
6,0,0,0,26,1,1,0,1,3,27,1,19,3,49,1,84,2
1,0,30,8,0,1,1,1,3,3,27,1,42,3,25,0,6,2
2,0,5,29,0,1,1,0,1,3,27,1,41,3,49,1,70,2
2,0,4,7,0,1,1,0,1,3,27,1,36,3,49,1,70,2
2,4,0,0,0,1,1,0,5,1,17,0,41,1,211,1,45,1
5,147,0,0,0,1,1,0,5,1,28,0,43,1,211,0,43,1
4,40,0,0,0,1,1,1,5,1,10,0,25,1,211,0,64,1
2,27,0,0,0,1,1,0,1,3,27,1,26,3,49,1,84,2
4,0,0,0,0,4,2,0,3,2,10,0,32,1,211,1,65,1
1,0,31,17,7,1,1,0,3,3,10,0,31,1,211,1,8,2
2,0,3,23,0,1,1,0,1,3,27,1,53,3,49,1,70,2
4,10,0,0,0,1,1,0,3,3,27,1,37,3,32,1,70,2
6,0,0,218,0,1,1,0,1,3,27,1,41,3,49,1,79,2
2,13,0,0,0,1,1,1,5,3,10,1,22,3,49,0,70,2
2,5,0,0,0,2,3,1,1,6,5,0,51,1,211,1,70,1
4,70,0,0,0,1,2,0,1,2,13,0,23,1,211,1,65,1
1,0,997,997,0,2,1,0,3,3,23,0,48,1,211,0,8,2
2,51,0,0,0,1,1,0,1,3,27,1,42,3,49,1,70,2
3,60,0,0,0,1,1,0,3,3,13,0,24,1,211,1,71,2
4,7,0,0,0,1,1,1,1,1,27,0,23,1,211,1,70,0
1,1,0,0,9,1,1,0,1,3,27,1,24,3,32,1,84,2
1,0,0,24,0,1,1,0,1,3,27,1,23,3,49,1,84,2
4,11,0,0,0,1,2,1,1,2,18,0,39,1,211,1,65,1
2,0,4,7,0,1,1,0,1,3,27,1,23,3,49,1,70,2
4,7,0,0,0,1,1,0,1,3,27,1,36,3,49,1,70,2
4,768,0,0,0,1,2,0,1,2,13,0,30,1,211,1,65,1
1,10,0,0,0,1,1,0,1,3,27,1,38,3,49,1,42,2
4,29,0,0,0,1,1,0,5,1,18,1,38,3,103,1,65,1
1,12,0,0,0,1,1,0,1,3,27,1,34,3,49,1,84,2
2,0,3,29,0,1,1,0,1,3,27,1,36,3,49,1,70,2
2,0,3,28,0,1,1,0,1,3,27,1,28,3,49,1,70,2
2,15,0,0,0,1,1,0,3,3,27,0,29,1,211,1,70,2
2,0,6,13,0,1,1,0,1,3,27,1,42,2,68,1,10,2
6,12,0,0,1,1,2,0,1,2,30,0,20,1,211,1,83,1
3,63,0,0,0,1,1,0,6,1,18,0,41,1,211,1,5,1
1,6,0,0,0,1,1,0,1,3,18,0,37,1,211,1,62,2
2,12,0,0,1,1,1,0,6,1,28,0,33,1,211,1,24,1
5,0,0,0,0,4,1,1,3,1,18,0,45,1,211,1,62,1
2,14,0,0,0,1,1,0,1,3,27,1,39,3,49,1,70,2
4,18,0,0,0,1,1,1,5,3,27,0,37,1,211,1,41,2
1,1,0,0,10,1,1,1,1,3,27,1,40,3,49,1,84,2
6,120,0,0,0,1,2,0,3,2,10,0,42,1,211,1,40,1
1,35,0,0,0,1,1,0,1,1,10,0,37,1,211,1,1,1
1,21,0,0,0,1,1,0,1,3,27,1,35,3,49,1,42,2
1,0,997,997,0,1,1,0,1,3,27,1,35,3,49,1,46,2
3,180,0,0,0,1,2,0,3,2,13,0,31,1,211,1,39,1
2,60,0,0,0,1,2,0,3,2,13,0,26,1,211,1,18,1
1,188,0,0,0,1,1,0,1,1,10,0,46,1,211,1,56,1
1,300,0,0,1,1,2,0,3,3,13,0,34,1,211,1,2,2
5,41,0,0,0,1,3,1,1,6,30,0,35,1,211,1,62,1
6,21,0,0,0,1,2,1,1,2,17,0,38,1,211,1,40,1
4,100,0,0,0,1,2,0,3,2,13,0,36,1,211,1,39,1
1,0,0,0,90,1,1,0,1,3,27,1,40,3,49,1,84,2
5,180,0,0,0,1,2,0,3,2,13,0,49,1,211,1,17,1
3,0,0,0,0,3,1,1,5,1,18,0,65,1,211,0,50,1
6,0,0,0,0,4,1,1,3,1,18,0,41,1,211,0,40,1
1,6,0,0,0,1,1,0,1,3,27,1,41,3,49,1,84,2
3,0,0,0,0,3,1,0,1,1,26,0,23,1,211,1,50,1
2,30,0,0,0,1,1,0,1,3,10,1,22,3,49,1,42,2
2,7,0,0,0,1,1,0,1,3,27,1,26,3,49,1,42,2
2,42,0,0,0,1,1,0,1,3,10,1,19,2,49,1,42,2
1,72,0,0,0,1,1,0,3,1,18,0,48,1,211,1,2,1
5,10,0,0,0,1,1,0,3,3,29,0,26,1,211,1,40,2
1,0,0,0,21,1,1,0,1,3,27,1,23,3,49,1,84,2
3,0,0,0,0,4,1,1,3,3,18,0,34,1,211,1,14,2
1,1,0,0,17,1,1,0,1,3,27,1,28,3,37,1,84,2
3,96,0,0,0,1,1,0,5,1,28,0,48,1,211,1,39,1
6,48,0,0,0,1,2,0,5,2,13,0,37,1,211,1,40,1
1,0,0,0,0,4,2,1,5,2,10,0,51,1,211,1,9,1
6,0,0,0,0,4,1,0,3,1,12,0,45,1,211,1,40,1
1,42,0,0,0,1,1,0,1,3,13,0,30,1,211,1,2,2
8,108,0,0,0,1,1,0,1,3,10,1,34,3,31,0,30,2
2,0,0,0,21,1,1,0,1,3,27,1,29,3,49,1,84,2
8,5,0,0,0,2,1,0,5,3,18,0,49,1,211,1,16,2
1,18,0,0,0,1,2,0,3,2,10,0,25,1,211,1,9,1
1,125,0,0,0,1,2,0,1,2,13,0,23,1,211,1,37,1
3,60,0,0,0,1,2,0,3,3,13,0,21,1,211,1,4,2
3,60,0,0,0,1,2,0,1,3,10,0,26,1,211,0,4,2
3,0,0,0,0,4,1,0,3,1,18,0,40,1,211,1,71,1
2,18,0,0,0,1,3,0,1,6,4,0,29,1,211,1,81,1
7,48,0,0,0,1,1,0,1,1,10,0,39,1,211,1,23,1
3,24,0,0,0,1,2,0,5,2,10,0,33,1,211,1,5,1
2,24,0,0,0,1,1,0,3,3,10,0,78,1,211,1,89,2
2,292,0,0,0,1,1,0,6,1,28,0,61,1,211,1,22,1
2,0,997,997,0,2,1,0,3,3,5,0,22,1,211,1,89,2
2,60,0,0,0,1,1,0,1,3,27,1,60,3,49,1,42,2
2,7,0,0,0,1,1,0,1,3,27,1,33,3,49,1,42,2
2,36,0,0,0,1,1,0,3,3,27,1,48,3,49,1,42,2
0,60,0,0,0,1,2,0,5,2,6,0,54,1,211,1,31,1
5,65,0,0,0,1,2,0,3,2,13,0,32,1,211,1,33,1
5,360,0,0,0,1,2,0,3,2,4,0,28,1,211,1,87,0
2,50,0,0,0,1,2,0,1,2,10,0,24,1,211,1,10,1
2,60,0,0,0,1,2,0,1,2,10,0,42,1,211,1,15,1
4,0,0,0,0,3,1,0,5,1,13,0,31,1,211,0,85,1
3,30,0,0,0,1,1,0,3,3,23,1,47,2,30,0,4,2
2,60,0,0,0,1,1,0,1,3,27,1,58,3,40,1,42,2
4,60,0,0,0,1,8,0,3,3,10,0,29,1,211,1,66,2
1,57,0,0,0,1,1,0,1,3,27,1,33,3,49,1,42,2
7,60,0,0,0,1,1,0,3,1,13,0,30,1,211,1,23,1
2,30,0,0,0,1,1,0,1,3,27,1,38,3,49,1,42,2
2,36,0,0,0,1,2,1,1,2,18,0,44,1,211,1,35,1
4,0,997,997,0,1,2,1,5,2,18,0,32,1,211,1,66,0
2,24,0,0,0,1,1,0,3,1,28,0,34,1,211,0,5,1
1,0,0,0,0,3,1,1,5,1,17,0,45,1,211,1,9,1
6,27,0,0,0,1,2,0,3,2,27,1,30,2,133,1,36,1
2,77,0,0,0,1,1,0,1,3,13,0,35,1,211,1,72,2
2,0,0,0,0,4,3,0,6,6,5,0,43,1,211,1,70,1
3,0,5,4,0,1,2,1,5,2,10,1,21,3,45,0,31,1
3,2,0,0,5,1,1,0,1,3,27,1,26,3,40,1,42,2
3,6,0,0,0,1,1,0,3,3,10,1,20,3,49,0,42,2
3,14,0,0,0,2,2,0,3,2,13,0,33,1,211,1,78,1
3,12,0,0,1,1,1,0,1,3,10,0,21,1,211,0,42,2
3,48,0,0,0,1,1,0,1,3,27,1,28,3,49,1,42,2
7,18,0,0,0,1,1,0,5,1,30,0,32,1,211,1,23,1
2,94,0,0,0,1,1,0,1,3,10,1,36,3,49,1,34,2
0,0,4,0,0,1,1,1,1,3,27,1,28,3,49,1,42,2
1,0,0,0,0,4,1,0,5,3,27,0,28,1,211,1,74,2
8,188,0,0,0,1,1,0,1,3,10,0,38,1,211,1,30,2
2,0,0,189,0,1,3,1,3,6,13,0,25,1,211,1,80,0
6,168,0,0,0,1,2,0,1,2,10,0,35,1,211,1,36,1
1,120,0,0,0,1,1,0,3,3,10,1,65,4,20,1,31,2
1,40,0,0,0,1,2,0,5,3,10,0,36,1,211,1,6,2
1,180,0,0,0,1,1,0,5,1,28,0,25,1,211,1,53,1
2,3,0,0,0,1,1,0,5,1,28,0,35,1,211,1,80,1
8,87,0,0,0,1,1,0,3,3,10,1,26,5,28,0,30,2
1,60,0,0,0,1,1,0,5,1,28,0,44,1,211,1,9,1
8,120,0,0,0,1,2,0,1,3,10,1,24,4,28,0,30,2
1,24,0,0,0,1,1,0,3,1,10,0,35,1,211,1,6,1
2,86,0,0,0,1,1,0,3,1,13,0,26,1,211,1,80,1
1,2,0,0,0,1,1,0,1,3,27,1,33,3,49,1,84,2
1,0,0,0,26,1,1,0,1,3,27,1,30,3,49,1,84,2
2,86,0,0,0,1,1,0,6,1,28,0,32,1,211,0,18,1
2,33,0,0,0,1,3,0,3,6,10,0,33,1,211,1,80,0
2,12,0,0,1,1,1,1,6,1,10,0,36,1,211,0,80,1
2,60,0,0,0,1,1,0,3,1,28,0,45,1,211,1,80,1
8,12,0,0,1,1,1,0,1,3,27,0,25,1,211,0,41,2
8,16,0,0,0,1,1,1,3,3,34,0,39,1,211,1,41,2
1,8,0,0,0,1,1,0,3,3,27,1,35,3,49,1,82,2
8,137,0,0,0,1,1,0,3,1,13,0,32,1,211,1,67,1
4,188,0,0,0,1,1,0,5,3,10,0,43,1,211,1,67,2
2,13,0,0,1,1,1,0,1,3,10,1,23,3,49,1,70,2
4,30,0,0,0,1,1,0,1,3,27,1,20,3,49,1,70,2
8,0,0,0,0,4,1,0,3,1,10,0,40,1,211,1,67,1
2,12,0,0,1,1,2,1,1,2,29,0,37,1,211,1,26,1
1,30,0,0,0,1,2,0,5,2,10,0,42,1,211,1,31,1
3,48,0,0,0,1,1,0,3,3,6,0,45,1,211,1,31,2
4,28,0,0,0,1,3,0,1,6,5,0,36,1,211,1,77,1
9,70,0,0,0,1,1,0,3,1,10,0,39,1,211,1,77,1
8,87,0,0,0,1,8,0,1,3,10,1,22,3,31,0,30,2
1,94,0,0,0,1,2,1,5,2,18,0,45,1,211,1,47,1
4,75,0,0,0,1,3,0,1,6,5,0,23,1,211,1,77,1
9,27,0,0,0,1,3,0,1,6,5,0,20,1,211,1,77,1
2,12,0,0,1,1,3,1,5,6,10,0,57,1,211,0,80,1
3,0,0,0,0,3,2,0,5,2,17,0,51,1,211,1,20,1
2,0,0,0,0,3,1,0,3,1,27,0,33,1,211,1,84,0
1,0,0,0,0,4,1,1,3,3,10,0,39,1,211,1,84,2
2,36,0,0,0,1,2,0,3,2,13,0,23,1,211,1,18,1
8,30,0,0,0,1,1,0,1,1,10,0,41,1,211,1,67,1
1,12,0,0,1,2,1,0,3,3,10,0,41,1,211,1,84,2
3,33,0,0,0,1,1,0,3,1,13,0,28,1,211,1,79,1
8,0,0,0,0,4,1,0,1,3,27,1,27,3,49,1,30,2
1,1,0,0,16,1,1,1,3,3,27,1,35,3,40,1,84,2
3,40,0,0,0,1,1,0,3,3,10,0,41,1,211,1,74,2
3,46,0,0,0,1,3,0,3,6,13,0,31,1,211,1,79,1
3,46,0,0,0,1,2,0,3,2,13,0,35,1,211,1,49,1
3,15,0,0,0,1,1,0,1,3,27,1,55,3,49,1,74,2
3,15,0,0,0,1,1,0,1,3,27,1,31,3,49,1,74,2
3,21,0,0,0,1,1,0,1,3,27,1,39,3,49,1,42,2
3,21,0,0,0,1,1,0,3,3,27,0,27,1,211,1,42,2
2,12,0,0,0,1,2,0,5,2,13,0,29,1,211,1,24,1
2,63,0,0,0,1,1,1,3,1,10,0,36,1,211,1,24,1
1,14,0,0,0,1,1,0,3,3,10,1,39,2,20,1,31,2
2,12,0,0,1,1,2,0,3,2,13,0,23,1,211,0,22,1
2,4,0,0,0,1,2,1,1,2,17,0,42,1,211,1,22,1
