POOFFICE,TOTPRISN,TIMSERVM,TIMSERVD,TOTDAYS,SENTIMP,MONRACE,MONSEX,NEWEDUC,NEWRACE,OFFTYPSB,NEWCIT,AGE,CITIZEN,CITWHERE,CRIMHIST,DISTRICT,HISPORIG
1,0,0,0,0,3,2,0,5,2,13,0,34,1,211,1,24,1
1,41,0,0,0,1,2,0,1,2,10,0,39,1,211,1,16,1
8,12,0,0,1,1,1,0,1,3,27,1,33,3,49,1,41,2
8,43,0,0,0,1,1,0,3,3,10,0,48,1,211,0,41,2
8,90,0,0,0,1,1,0,5,1,28,0,56,1,211,0,30,1
3,188,0,0,0,1,1,0,5,3,10,0,27,1,211,1,31,2
2,0,0,0,0,4,2,0,3,2,18,0,40,1,211,1,35,1
7,168,0,0,0,1,1,0,3,1,4,0,39,1,211,0,23,1
3,18,0,0,0,1,1,0,3,1,20,0,44,1,211,1,49,1
2,46,0,0,0,1,1,0,1,3,27,1,32,3,49,1,12,2
1,50,0,0,0,1,1,1,5,1,10,0,45,1,211,1,51,1
6,37,0,0,0,1,1,0,5,1,13,0,44,1,211,1,40,1
1,2,0,0,0,2,1,0,5,1,23,0,63,1,211,0,47,1
2,60,0,0,0,1,2,0,3,2,1,0,36,1,211,1,35,1
2,188,0,0,0,1,1,0,6,1,4,0,26,1,211,1,12,1
0,24,0,0,0,1,1,1,3,1,18,0,32,1,211,1,40,1
4,3,0,0,0,1,1,0,6,1,18,0,59,1,211,0,41,1
5,48,0,0,0,1,1,0,1,3,11,1,23,3,49,0,87,2
1,120,0,0,0,1,2,0,1,2,4,0,26,1,211,1,42,1
2,21,0,0,0,1,1,0,1,3,10,0,25,1,211,1,12,2
4,60,0,0,0,1,2,1,5,2,4,0,22,1,211,0,41,1
2,76,0,0,0,1,1,0,5,3,10,0,31,1,211,0,12,2
6,71,0,0,0,1,1,0,3,1,13,0,35,1,211,1,79,1
6,48,0,0,0,1,1,0,1,3,10,0,40,1,211,1,42,2
2,7,0,0,0,1,1,0,1,3,27,1,40,3,49,1,42,2
6,0,0,0,0,4,2,0,3,2,35,0,22,1,211,0,42,1
4,0,0,0,0,4,1,0,3,1,10,0,34,1,211,1,60,1
1,24,0,0,0,1,1,0,5,1,13,0,54,1,211,1,82,1
1,0,0,27,0,1,1,0,1,3,27,1,36,3,49,1,84,2
4,18,0,0,0,1,4,0,3,6,17,0,47,1,211,1,85,1
2,110,0,0,0,1,2,0,1,2,13,0,32,1,211,1,51,1
1,37,0,0,0,1,1,0,5,1,10,0,34,1,211,1,24,1
1,60,0,0,0,1,1,0,1,3,11,1,33,4,49,1,82,2
2,0,0,0,0,3,1,1,5,1,10,0,34,1,211,0,12,1
3,0,0,0,0,4,2,0,3,2,10,0,39,1,211,1,38,1
2,0,0,0,28,1,1,0,1,3,27,1,41,3,49,1,84,2
8,168,0,0,0,1,1,0,6,1,4,0,51,1,211,0,30,1
2,63,0,0,0,1,2,0,1,2,10,0,46,1,211,1,51,1
0,120,0,0,0,1,1,0,3,3,10,1,38,2,20,1,31,2
3,57,0,0,0,1,1,0,5,1,10,0,57,1,211,1,58,1
6,80,0,0,0,1,2,0,3,2,13,0,39,1,211,1,40,1
0,60,0,0,0,1,2,0,5,2,18,0,36,1,211,1,31,1
3,80,0,0,0,1,1,0,5,1,10,0,39,1,211,1,58,1
4,120,0,0,0,1,2,0,3,2,10,0,41,1,211,1,60,1
4,27,0,0,0,1,1,0,5,1,18,0,62,1,211,1,60,1
2,51,0,0,0,1,2,0,1,2,10,0,21,1,211,1,24,1
2,1,0,0,1,1,1,0,3,3,27,1,30,3,32,1,84,2
2,0,0,0,0,4,1,0,3,3,32,0,30,1,211,1,70,2
1,140,0,0,0,1,2,0,3,2,13,0,39,1,211,1,28,1
2,0,2,0,0,1,1,0,1,3,27,1,23,3,49,1,84,2
8,18,0,0,0,1,1,0,1,3,27,1,45,3,49,1,41,2
6,24,0,0,0,1,1,1,5,1,18,0,46,1,211,1,40,1
3,0,1,23,0,1,1,1,1,3,18,1,31,3,49,0,42,2
4,4,0,0,0,1,1,0,3,3,27,1,36,3,211,1,41,2
3,0,997,997,0,1,1,0,1,3,27,1,53,3,49,1,42,2
8,15,0,0,0,1,1,0,1,3,27,1,44,3,49,1,41,2
3,9,997,997,0,1,2,0,3,2,18,0,59,1,211,1,31,1
4,0,5,13,0,1,1,1,3,1,18,0,38,1,211,1,42,1
0,57,0,0,0,1,1,1,5,1,24,0,30,1,211,1,31,1
2,0,0,0,0,4,1,0,5,1,10,0,24,1,211,0,70,1
2,56,0,0,0,1,2,0,6,2,10,0,39,1,211,1,18,1
8,15,0,0,0,1,1,0,1,3,27,1,61,3,49,1,41,2
3,0,2,6,0,1,1,1,3,3,18,1,48,3,49,0,42,2
1,46,0,0,0,1,8,0,3,3,13,0,28,1,211,1,82,2
3,0,0,0,0,4,1,0,1,3,27,1,29,3,49,1,42,2
2,60,0,0,0,1,1,0,1,3,10,0,22,1,211,0,45,2
2,36,0,0,0,1,2,0,5,2,10,0,30,1,211,1,0,1
3,0,2,11,0,1,1,1,1,3,27,1,20,3,49,0,42,2
3,10,0,0,0,1,1,0,1,3,27,1,33,3,49,1,42,2
3,0,997,997,0,1,1,0,1,3,10,1,36,3,49,0,42,2
1,168,0,0,0,1,2,0,1,2,13,0,33,1,211,1,12,1
4,78,0,0,0,1,1,0,1,3,10,1,29,2,49,1,42,2
5,270,0,0,0,1,1,0,1,3,10,0,40,1,211,1,43,2
3,24,0,0,0,1,1,0,1,3,10,0,19,1,211,0,42,2
6,94,0,0,0,1,1,0,3,1,10,0,31,1,211,1,42,1
3,18,0,0,0,1,1,0,1,3,10,0,44,1,211,1,42,2
3,0,4,5,0,1,1,0,1,3,27,1,26,3,49,1,42,2
3,60,0,0,0,1,1,0,6,3,28,0,23,1,211,0,42,2
3,240,0,0,0,1,1,0,1,1,10,0,35,1,211,1,49,1
1,100,0,0,0,1,1,0,3,1,10,0,30,1,211,1,82,0
8,27,0,0,0,1,1,0,1,3,27,1,30,3,49,1,41,2
3,150,0,0,0,1,1,0,3,3,10,0,29,1,211,1,42,2
1,30,0,0,0,1,1,0,1,3,27,1,38,3,49,1,42,2
3,36,0,0,0,1,1,0,3,3,28,0,26,1,211,0,42,2
1,42,0,0,0,1,1,0,1,3,27,1,39,3,30,1,1,2
8,30,0,0,0,1,1,0,1,3,27,1,49,3,49,1,41,2
8,36,0,0,0,1,1,1,3,3,27,1,29,3,50,1,41,2
4,13,0,0,0,1,1,0,1,3,10,0,24,1,211,1,70,2
2,0,997,997,0,2,2,0,3,2,18,0,32,1,211,1,81,1
3,33,0,0,0,1,1,0,5,3,18,1,32,3,49,1,42,2
1,15,0,0,0,1,1,0,1,3,27,1,32,3,49,1,42,2
2,24,0,0,0,1,1,0,3,1,13,0,47,1,211,1,81,1
8,27,0,0,0,1,1,0,3,3,27,1,40,3,32,1,41,2
3,12,0,0,1,1,1,0,1,3,27,1,34,3,49,1,42,2
3,12,0,0,1,1,1,1,5,3,10,1,48,2,49,0,42,2
3,15,0,0,0,1,1,0,3,1,30,0,50,1,211,1,54,1
1,30,0,0,0,1,1,0,1,3,23,1,41,2,49,1,42,2
2,1,0,0,0,1,2,0,3,2,12,0,31,1,211,1,48,1
1,0,0,0,0,3,1,0,6,1,18,0,64,1,211,0,1,1
8,135,0,0,0,1,1,0,1,3,10,1,49,5,28,0,30,2
0,14,0,0,0,1,1,0,3,3,29,0,33,1,211,1,42,2
8,151,0,0,0,1,1,0,1,3,10,1,58,5,28,0,30,2
3,12,0,0,1,1,1,0,1,3,10,1,29,3,49,0,42,2
4,0,0,0,0,4,1,0,6,1,23,0,67,1,211,0,66,1
1,3,0,0,0,1,1,1,3,3,35,0,54,1,211,0,52,2
3,60,0,0,0,1,1,1,1,1,10,0,39,1,211,1,49,1
4,10,0,0,0,1,1,0,1,3,27,1,47,3,37,1,70,2
1,0,0,0,0,4,1,0,6,1,23,0,33,1,211,1,42,1
2,97,0,0,0,1,1,0,5,3,10,1,44,2,49,1,72,2
1,21,0,0,0,1,2,0,3,2,22,0,67,1,211,1,52,1
3,61,0,0,0,1,2,1,5,2,18,0,30,1,211,0,31,1
8,21,0,0,0,1,1,0,1,3,27,1,27,3,49,1,41,2
1,18,0,0,0,1,2,0,1,3,27,1,30,3,30,1,1,2
2,12,0,0,1,1,1,1,1,3,27,1,35,3,49,1,70,2
2,112,0,0,0,1,1,0,5,1,28,0,31,1,211,0,78,1
2,60,0,0,0,1,1,0,5,1,18,0,39,1,211,1,48,1
4,15,0,0,0,1,1,0,1,3,10,1,24,3,49,1,70,2
1,0,0,0,0,4,2,1,3,2,35,0,64,1,211,1,52,1
3,0,997,997,0,1,1,1,3,3,18,1,20,3,49,1,42,2
3,6,0,0,0,1,1,0,5,3,18,0,65,1,211,0,4,2
8,13,0,0,0,1,1,0,1,3,27,1,34,3,49,1,41,2
2,0,5,12,0,1,1,0,1,3,27,1,40,3,49,1,70,2
2,12,0,0,0,1,1,0,3,3,16,0,24,1,211,1,12,2
1,120,0,0,0,1,1,0,3,3,13,0,39,1,211,1,80,2
2,33,0,0,0,1,1,1,5,1,18,0,40,1,211,1,72,1
4,24,0,0,0,1,2,0,3,2,18,0,37,1,211,1,66,0
4,70,0,0,0,1,1,0,1,1,10,0,30,1,211,1,66,0
8,96,0,0,0,1,1,0,1,3,10,1,36,4,28,1,30,2
4,8,0,0,0,1,1,0,1,3,27,1,26,3,49,1,70,2
3,0,0,148,0,1,1,0,1,1,10,1,43,3,49,0,42,1
1,27,0,0,0,1,1,0,1,3,27,1,31,3,32,1,16,2
0,1,0,0,0,1,1,1,5,3,18,0,44,1,211,0,73,2
3,72,0,0,0,1,2,0,3,2,4,0,21,1,211,0,74,1
2,33,0,0,0,1,2,0,3,2,13,0,32,1,211,1,18,1
3,13,0,0,1,1,1,0,3,3,27,1,34,2,49,1,74,2
2,8,0,0,0,1,1,0,1,3,27,1,19,3,49,1,70,2
8,210,0,0,0,1,1,0,3,3,10,1,44,5,28,0,30,2
3,35,0,0,0,1,1,0,1,3,10,0,30,1,211,1,4,2
2,50,0,0,0,1,2,0,3,2,13,0,49,1,211,1,45,1
8,46,0,0,0,1,1,0,1,3,27,1,32,3,49,1,41,2
2,0,997,997,0,1,1,0,5,3,10,0,25,1,211,0,51,2
8,12,0,0,1,1,1,0,5,1,35,0,31,1,211,1,30,1
4,28,0,0,0,1,1,0,1,3,27,1,39,3,49,1,70,2
5,123,0,0,0,1,1,0,1,3,13,0,30,1,211,1,42,2
3,36,0,0,0,1,2,0,5,2,18,0,25,1,211,1,31,1
2,30,0,0,0,2,1,0,3,3,18,0,43,1,211,1,73,2
3,0,997,997,0,1,1,1,5,3,18,1,22,3,49,1,42,2
1,0,0,14,0,1,1,0,1,3,27,1,22,3,40,1,31,2
2,6,0,0,0,1,1,0,1,3,13,1,26,3,49,1,84,2
1,0,0,0,0,4,1,1,5,1,23,0,30,1,211,0,42,1
2,0,0,0,0,3,2,0,1,2,10,0,61,1,211,1,51,1
3,10,0,0,0,1,1,0,1,3,10,0,33,1,211,1,4,2
1,212,0,0,0,1,2,0,3,2,18,0,33,1,211,1,31,1
3,24,0,0,0,1,2,0,1,2,18,0,28,1,211,1,31,1
1,33,0,0,0,1,1,0,1,1,10,0,52,1,211,1,84,1
1,15,0,0,0,1,1,0,1,3,27,1,21,3,49,1,84,2
1,24,0,0,0,1,1,0,1,3,27,1,40,3,49,1,84,2
0,25,0,0,0,1,2,0,3,2,18,0,29,1,211,1,31,1
1,3,0,0,3,1,1,0,1,3,27,1,32,3,49,1,84,2
7,180,0,0,0,1,2,0,3,2,13,0,29,1,211,1,17,1
2,16,0,0,0,1,1,0,1,3,27,1,43,3,49,1,70,2
4,24,0,0,0,1,1,0,3,3,10,1,21,3,49,0,70,2
1,2,0,0,12,1,1,0,1,3,27,1,22,3,49,1,84,2
4,0,997,997,0,1,1,0,3,3,27,1,53,4,211,1,41,2
4,70,0,0,0,1,1,0,3,3,10,0,40,1,211,1,66,2
1,2,0,0,24,1,1,0,1,3,27,1,32,3,49,1,84,2
2,24,0,0,0,1,1,0,1,3,27,1,35,3,49,1,70,2
2,23,0,0,0,1,1,0,1,3,10,1,40,3,49,1,45,2
2,18,0,0,0,1,1,0,1,3,27,1,37,2,49,1,70,2
2,0,0,0,0,4,2,1,5,2,5,0,21,1,211,0,70,1
2,0,0,348,0,1,1,0,1,3,27,1,43,3,49,0,70,2
2,18,0,0,0,1,1,0,1,3,27,1,23,3,49,1,84,2
5,5,0,0,0,2,1,0,3,1,18,0,44,1,211,1,17,1
8,21,0,0,0,1,1,0,1,3,27,1,43,3,49,1,41,2
8,0,0,0,0,4,4,0,6,6,18,0,42,1,211,0,73,1
2,0,0,0,0,4,1,1,3,1,18,0,21,1,211,1,73,1
2,0,0,0,0,4,1,0,3,3,10,0,45,1,211,1,84,2
2,0,6,18,0,1,1,0,1,3,27,1,36,3,49,1,70,2
2,42,0,0,0,1,1,0,1,3,10,0,36,1,211,1,70,2
2,96,0,0,0,1,1,0,1,3,10,1,37,3,49,1,72,2
2,50,0,0,0,1,1,0,1,3,10,1,35,3,49,0,72,2
2,0,0,0,0,4,3,0,5,6,35,0,60,1,211,1,80,1
2,60,0,0,0,1,1,0,1,3,10,1,41,3,49,0,70,2
4,24,0,0,0,1,1,0,3,3,27,1,35,3,49,1,70,2
2,84,0,0,0,1,1,0,5,1,17,0,36,1,211,1,72,1
1,190,0,0,0,1,2,0,1,2,10,0,35,1,211,1,36,1
3,685,0,0,0,1,2,0,3,2,13,0,24,1,211,1,71,1
2,57,0,0,0,1,1,0,1,3,27,1,29,3,49,1,70,2
2,18,0,0,0,1,1,0,1,3,27,1,30,3,49,1,70,2
8,18,0,0,0,1,1,0,1,3,27,1,29,3,49,1,41,2
3,661,0,0,0,1,2,0,1,2,13,0,24,1,211,1,71,1
8,8,0,0,0,1,1,0,1,3,27,1,38,2,49,1,41,2
2,30,0,0,0,1,1,0,3,3,27,1,22,3,49,1,73,2
2,30,0,0,0,1,1,0,1,3,27,1,36,3,49,1,70,2
2,188,0,0,0,1,2,0,1,2,10,0,25,1,211,1,80,0
3,550,0,0,0,1,2,0,1,2,13,0,27,1,211,1,20,1
2,0,0,0,0,3,2,1,6,2,23,0,27,1,211,1,45,1
4,8,0,0,0,1,1,0,3,3,13,1,22,3,49,0,70,2
2,0,0,171,0,1,1,0,1,3,10,1,43,3,49,1,84,2
1,156,0,0,0,1,1,0,5,1,4,0,34,1,211,1,82,1
3,36,0,0,0,1,1,0,1,3,24,0,26,1,211,0,5,2
2,12,0,0,1,1,1,0,1,3,27,1,59,3,49,1,70,2
2,0,0,0,0,4,1,0,1,3,13,0,28,1,211,1,70,2
5,87,0,0,0,1,1,0,1,3,10,0,34,1,211,1,41,2
1,1,0,0,24,1,1,0,1,3,27,1,20,3,49,1,84,2
1,0,0,0,54,1,1,0,1,3,27,1,32,3,49,1,84,2
1,2,0,0,8,1,1,0,1,3,27,1,28,3,37,1,84,2
2,1,0,0,10,1,1,0,1,3,27,1,35,3,49,1,84,2
1,12,0,0,10,1,1,0,1,3,27,1,41,3,49,1,84,2
1,1,0,0,25,1,1,0,1,3,27,1,36,3,49,1,84,2
2,2,0,0,5,1,1,0,1,3,27,1,32,3,49,1,84,2
5,0,0,0,0,4,1,0,5,1,25,0,42,1,211,1,33,1
8,30,0,0,0,1,1,0,1,3,10,1,26,3,49,1,41,2
5,0,0,0,0,3,2,0,3,2,25,0,49,1,211,1,33,1
1,60,0,0,0,1,1,0,5,3,13,0,31,1,211,1,7,2
1,0,0,0,0,4,2,1,5,2,10,0,25,1,211,1,7,1
2,24,0,0,0,1,2,0,3,2,13,0,48,1,211,1,22,1
2,15,0,0,0,1,4,0,1,6,23,0,43,1,211,0,45,1
2,1,0,0,16,1,1,0,3,3,27,1,31,3,49,1,84,2
1,12,0,0,1,1,2,0,1,2,10,1,43,2,45,0,7,1
2,57,0,0,0,1,1,0,3,3,27,1,28,3,49,1,78,2
2,27,0,0,0,1,2,0,3,3,10,0,55,1,211,1,13,2
8,10,0,0,0,1,1,0,3,3,27,1,38,3,49,1,41,2
5,36,0,0,0,1,1,0,1,1,10,0,42,1,211,1,43,1
3,24,0,0,0,1,1,1,6,1,24,0,47,1,211,0,14,1
8,57,0,0,0,1,1,0,1,3,27,1,42,3,49,1,41,2
4,18,0,0,0,1,1,1,5,1,22,0,67,1,211,0,63,1
2,120,0,0,0,1,2,0,3,2,10,0,25,1,211,1,13,1
2,120,0,0,0,1,2,0,3,2,13,0,27,1,211,1,57,1
6,0,0,0,0,4,1,1,5,1,35,0,36,1,211,1,83,1
1,12,0,0,1,1,1,0,6,1,28,0,48,1,211,0,32,1
2,0,0,0,0,4,2,1,3,2,18,0,39,1,211,0,13,1
8,24,0,0,0,1,1,0,1,3,27,1,28,3,49,1,41,2
6,36,0,0,0,1,1,0,3,1,6,0,35,1,211,1,79,0
1,0,0,1,0,1,1,0,5,3,22,1,47,3,49,1,52,2
2,77,0,0,15,1,2,0,1,2,24,0,30,1,211,1,45,1
1,60,0,0,0,1,1,0,6,1,10,1,48,2,49,1,84,1
2,120,0,0,0,1,1,0,3,3,10,1,45,3,49,1,80,2
1,37,0,0,0,1,2,0,1,2,13,0,25,1,211,1,52,1
1,46,0,0,0,1,2,0,1,2,10,1,52,2,45,0,9,1
2,97,0,0,0,1,1,0,3,3,10,0,39,1,211,1,72,2
1,22,0,0,0,1,2,1,1,2,10,0,43,1,211,1,84,1
1,41,0,0,0,2,2,0,1,2,13,0,27,1,211,1,1,1
2,57,0,0,0,1,2,0,3,2,13,0,34,1,211,1,88,1
4,57,0,0,0,1,2,1,5,2,18,0,45,1,211,1,41,1
1,0,1,14,0,1,1,0,1,3,27,1,30,3,49,1,84,2
1,1,0,0,16,1,1,0,1,3,27,1,44,3,49,1,84,2
6,97,0,0,0,1,1,0,5,1,28,0,25,1,211,1,40,1
2,0,1,16,0,1,1,0,1,3,27,1,31,3,49,1,84,2
1,0,5,25,0,1,1,0,1,3,27,1,42,3,49,1,84,2
2,33,0,0,0,1,2,0,3,2,13,0,41,1,211,1,72,1
1,12,0,0,0,1,2,0,3,2,18,0,24,1,211,1,8,1
7,0,997,997,0,1,8,0,3,1,27,1,41,3,49,1,42,0
2,0,997,997,0,1,8,0,1,3,10,0,38,1,211,0,88,2
1,12,0,0,1,1,1,0,1,3,30,1,32,3,49,1,8,2
2,0,1,12,0,1,1,0,1,3,27,1,24,3,49,1,84,2
4,21,0,0,0,1,2,0,1,3,27,1,57,3,28,1,41,2
4,0,0,0,0,4,8,0,1,3,17,0,18,1,211,1,66,1
3,135,0,0,0,1,1,0,3,1,28,0,61,1,211,1,30,1
4,120,0,0,0,1,1,0,1,3,10,1,29,3,49,1,63,2
1,24,0,0,0,1,1,1,3,3,10,0,40,1,211,1,76,2
1,0,0,0,0,4,1,0,5,1,17,0,28,1,211,1,8,1
1,48,0,0,0,1,1,0,3,1,10,0,26,1,211,1,8,1
3,120,0,0,0,1,1,0,1,3,10,1,34,3,49,1,63,2
1,0,997,997,0,1,1,0,1,3,30,1,50,2,49,1,8,2
1,0,0,0,0,4,1,1,5,3,35,0,34,1,211,1,84,2
1,4,0,0,0,1,1,0,1,3,27,1,41,3,49,1,84,2
1,29,0,0,0,1,1,0,1,3,27,1,43,3,49,1,84,2
1,108,0,0,0,1,2,0,3,2,24,0,23,1,211,1,16,1
3,32,0,0,0,1,2,0,5,2,18,0,50,1,211,1,63,1
1,0,997,997,1,1,1,0,3,1,13,0,50,1,211,1,7,1
4,240,0,0,0,1,2,0,5,2,10,0,28,1,211,1,63,1
2,75,0,0,0,1,2,0,3,2,6,0,41,1,211,1,13,1
2,12,0,0,1,1,1,0,5,1,22,0,65,1,211,1,13,1
1,3,0,0,6,1,1,0,1,3,27,1,46,3,49,1,84,2
3,14,0,0,0,1,1,0,6,1,18,0,36,1,211,0,5,1
1,0,0,0,0,4,4,0,6,6,5,1,61,2,41,0,7,1
1,1,0,0,26,1,1,0,1,3,27,1,23,3,49,1,84,2
3,36,0,0,0,1,1,1,5,1,10,0,24,1,211,0,74,1
3,3,0,0,0,1,1,0,5,3,27,1,56,3,211,1,74,2
1,0,0,0,0,4,2,1,5,2,19,0,56,1,211,0,7,1
3,15,0,0,0,1,1,1,3,3,10,0,20,1,211,0,74,2
1,0,0,131,0,1,1,0,1,3,27,1,72,3,49,1,84,2
2,21,0,0,0,1,1,0,1,3,27,1,36,3,49,1,81,2
3,18,0,0,0,1,1,0,1,3,27,1,48,3,49,1,74,2
1,2,0,0,0,1,1,0,1,3,27,1,39,3,49,1,84,2
3,24,0,0,0,1,1,0,1,3,10,0,21,1,211,1,74,2
1,2,0,0,2,1,1,0,1,3,27,1,38,3,49,1,84,2
2,12,0,0,1,1,1,1,1,3,10,1,47,3,49,0,81,2
6,70,0,0,0,1,2,0,1,2,10,0,46,1,211,1,36,1
1,4,0,0,0,1,1,0,1,3,27,1,47,3,49,1,84,2
5,30,0,0,0,1,1,1,1,1,10,0,20,1,211,1,42,1
3,21,0,0,0,1,1,0,1,3,27,1,45,3,49,1,74,2
1,30,0,0,0,1,2,0,5,2,10,0,47,1,211,0,9,1
3,0,997,997,0,1,1,0,5,3,27,1,43,3,211,1,74,2
3,6,0,0,0,1,1,0,1,3,27,1,39,3,49,1,74,2
3,33,0,0,0,1,1,0,1,3,27,1,45,3,49,1,74,2
1,12,0,0,1,1,1,0,1,3,27,1,26,3,49,1,32,2
1,15,0,0,0,1,1,0,6,1,26,0,48,1,211,0,52,1
3,24,0,0,0,1,2,0,3,2,10,1,26,4,45,0,31,1
3,2,0,0,0,1,1,0,3,3,27,1,45,3,49,1,74,2
1,0,29,7,0,1,1,0,3,3,10,1,62,4,30,0,8,2
1,9996,0,0,0,1,1,0,3,3,1,0,63,1,211,1,8,2
5,144,0,0,0,1,1,0,1,3,10,0,37,1,211,1,45,2
2,0,0,0,0,0,8,1,6,1,35,0,28,1,211,0,22,1
1,24,0,0,0,1,1,0,3,3,10,0,27,1,211,1,8,2
2,0,0,0,0,0,8,1,5,1,35,0,22,1,211,0,22,1
1,1,0,0,13,1,1,0,1,3,27,1,24,3,37,1,84,2
1,63,0,0,0,1,1,0,1,3,24,0,27,1,211,1,8,2
3,26,0,0,0,1,1,1,3,1,18,0,38,1,211,1,38,1
1,60,0,0,0,1,1,0,3,3,10,0,38,1,211,1,16,2
7,18,0,0,0,1,2,1,3,2,10,0,56,1,211,1,42,1
4,77,0,0,0,1,2,0,5,2,13,0,28,1,211,1,63,1
9,0,0,0,0,4,1,0,6,1,22,1,57,2,197,0,31,1
2,1,0,0,15,1,1,0,1,3,27,1,19,3,37,1,84,2
4,0,0,0,0,3,1,0,3,1,18,0,49,1,211,1,65,1
3,5,0,0,0,1,1,0,1,3,27,1,34,3,49,1,42,2
2,15,0,0,0,1,1,0,1,3,27,1,39,3,49,1,84,2
1,70,0,0,0,1,1,0,1,3,27,1,27,3,49,1,41,2
1,46,0,0,0,1,1,0,3,3,10,1,33,3,49,1,41,2
1,33,0,0,0,1,1,0,1,3,10,1,31,2,30,1,1,2
2,30,0,0,0,1,1,0,1,3,27,1,42,3,49,1,84,2
2,30,0,0,0,1,1,0,1,3,27,1,45,3,49,1,84,2
1,46,0,0,0,1,1,0,1,3,27,1,31,3,49,1,41,2
2,14,0,0,0,1,2,0,3,2,18,0,24,1,211,1,13,1
2,24,0,0,0,1,7,0,1,3,27,1,30,3,28,1,13,2
1,68,0,0,0,1,1,1,3,3,10,0,23,1,211,1,41,2
1,60,0,0,0,1,1,0,3,3,10,0,19,1,211,0,41,2
2,18,0,0,0,1,1,0,1,3,27,1,54,3,49,1,84,2
1,27,0,0,0,1,1,0,1,3,27,1,32,3,49,1,41,2
1,4,0,0,10,1,1,0,1,3,27,1,40,3,49,1,41,2
3,90,0,0,0,1,1,0,5,3,10,0,27,1,211,1,74,2
1,0,0,0,0,4,1,0,3,1,22,0,62,1,211,0,7,1
1,0,997,997,0,1,1,0,1,3,10,1,43,3,30,1,7,2
4,37,0,0,0,1,2,0,1,2,13,0,22,1,211,1,65,1
2,1,0,0,6,1,1,0,3,3,27,1,22,3,49,1,84,2
5,0,997,997,0,1,1,0,1,3,27,1,34,3,28,1,42,2
1,15,0,0,0,1,2,0,1,2,10,0,34,1,211,1,32,1
3,48,0,0,0,1,1,0,1,3,24,1,35,2,49,1,71,2
4,0,0,0,0,4,1,1,6,1,34,0,59,1,211,0,65,1
1,0,0,0,0,3,1,0,1,3,10,0,20,1,211,0,74,2
9,120,0,0,0,1,1,0,5,1,10,0,32,1,211,1,31,1
2,1,0,0,5,1,1,0,1,3,27,1,21,3,37,1,84,2
5,0,0,0,0,3,2,0,5,2,25,0,39,1,211,1,33,1
3,48,0,0,0,1,1,0,5,1,6,0,28,1,211,1,79,1
1,16,0,0,0,1,1,0,1,3,27,1,36,3,49,1,52,2
2,48,0,0,0,1,1,1,3,1,18,0,46,1,211,1,88,1
3,42,0,0,0,1,1,1,5,1,10,0,37,1,211,1,74,1
8,24,0,0,0,1,1,0,1,3,27,0,19,1,211,0,41,2
3,48,0,0,0,1,1,1,1,3,24,1,29,2,49,0,71,2
3,0,0,178,0,2,1,1,1,3,10,0,19,1,211,0,74,2
3,18,0,0,0,1,2,0,1,2,24,0,21,1,211,1,74,1
1,4,0,0,0,2,1,0,3,1,10,0,43,1,211,1,74,1
3,36,0,0,0,1,1,0,5,3,10,0,22,1,211,0,74,2
3,12,0,0,1,1,1,0,3,3,27,1,37,3,49,1,74,2
3,0,0,0,0,3,4,0,1,6,35,0,62,1,211,0,74,1
3,70,0,0,0,1,1,0,1,3,10,0,38,1,211,1,74,2
3,30,0,0,0,1,1,0,1,3,10,0,20,1,211,1,74,2
2,6,0,0,0,2,1,0,3,1,29,0,31,1,211,1,88,1
3,24,0,0,0,1,1,0,3,3,27,1,28,3,49,1,74,2
3,70,0,0,0,1,2,0,1,2,4,0,25,1,211,1,74,1
2,36,0,0,0,1,2,0,5,2,10,0,38,1,211,1,45,1
3,78,0,0,0,2,1,1,3,3,10,0,25,1,211,0,74,2
2,0,0,0,0,4,1,0,1,1,17,0,28,1,211,1,22,1
2,55,0,0,0,1,1,0,6,1,21,1,53,3,52,1,45,1
2,120,0,0,0,1,2,0,5,2,18,0,27,1,211,1,31,1
2,37,0,0,0,1,1,0,5,3,17,1,26,3,40,1,88,2
3,6,0,0,0,1,1,0,1,3,27,1,39,3,49,1,74,2
3,24,0,0,0,1,1,0,3,3,10,1,51,2,49,1,74,2
2,18,0,0,0,1,1,0,6,1,18,0,66,1,211,0,15,1
1,150,0,0,0,1,1,0,1,3,10,0,62,1,211,1,52,2
3,0,0,0,0,4,1,0,1,3,27,1,37,3,49,1,74,2
2,6,0,0,0,2,1,0,6,1,27,0,43,1,211,1,73,1
3,0,0,0,1,1,8,0,5,2,35,0,24,1,211,0,81,0
3,0,4,8,0,1,1,1,1,3,27,1,51,3,40,1,74,2
3,0,0,0,0,0,1,1,1,3,35,0,28,1,211,1,81,2
4,180,0,0,0,1,2,0,1,2,13,0,30,1,211,1,64,1
3,18,0,0,0,2,1,0,6,1,34,0,51,1,211,1,74,0
3,0,4,14,0,1,1,0,1,3,27,1,34,3,49,1,42,2
3,120,0,0,0,1,1,1,1,3,10,1,31,3,49,0,74,2
3,70,0,0,0,1,1,0,1,3,10,0,26,1,211,1,74,2
3,36,0,0,0,1,1,0,1,3,10,0,50,1,211,1,74,2
3,12,0,0,0,1,1,1,5,3,18,1,46,3,49,0,74,2
2,180,0,0,0,1,1,0,3,1,10,0,39,1,211,1,49,0
2,0,0,0,0,4,2,0,6,2,17,0,53,1,211,1,45,1
